"","SiteName","Year","SampleName","SampleDate","WettedWidth","BankfulWidth","expr1","D50","RiffleDepth","pools_per_ft","LargeWoodyDebrisNumber","speed","sand","X.x","US...RB...LB...DS","X.y","PctDev_Basins_","X.x","PctDev_buffers_","X.y","per_Agricultural_","per_Barren.Land_","per_Emergent.Herbaceous.Wetlands_","per_Forest_","per_Grassland.Herbaceous_","per_Open.Spaces.Developed_","per_Open.Water_","per_Perennial.Snow.Ice_","per_Scrub.Shrub_","per_Urban_","per_Woody.Wetlands_","X","per_Agricultural_RB","per_Barren.Land_RB","per_Emergent.Herbaceous.Wetlands_RB","per_Forest_RB","per_Grassland.Herbaceous_RB","per_Open.Spaces.Developed_RB","per_Open.Water_RB","per_Perennial.Snow.Ice_RB","per_Scrub.Shrub_RB","per_Urban_RB","per_Woody.Wetlands_RB","Acres","STR_LVL"
"633","08EAS2058","2018","08EAS2058_18","2018-08-14 21:00:00",20.588275,27.2323,0.756024096385542,34.0854448505899,4.7244094488189,0.0740740740740741,NA,2.15789473684211,7.8125,174,63.3333333333333,1316,18.6646949434697,1294,8.37535327545454,1316,0.914701011019423,0.079500083898017,0.509220802957919,42.6189959164011,0.318575593707843,15.5620575356636,0.592642640991257,0,1.04649164531766,37.052408570397,1.30540619964618,1294,2.4402517648538,0.0338155117209233,4.35834102274316,36.2293428192176,0.57969961423305,24.2137501027811,5.77722160281342,0,0.699276151101127,15.1283184698409,10.5399829406949,8530.86756173282,1
"634","08EAS2058","2012","08EAS2058_12","8/1/2012 0:00:00",20.8625,30.99,0.673201033,44.457625006409,5.6875,0,8,2.08382658167233,3.6036036036036,NA,NA,1310,18.2387520707498,1288,8.25779542832256,1310,0.912094078582846,0.0760241739830858,0.516172622795017,42.5018036414967,0.348749635903006,15.9107134977321,0.626967251428099,0,1.35640260151067,36.4713011325683,1.27977136400018,1288,2.44025176485356,0.03381551172092,4.36920241962624,36.2359195359747,0.512905562645341,24.3348189026071,6.05609753372462,0,0.723835265427488,14.9127370346401,10.38041646878,8530.86756173282,1
"635","08EAS2058","2017","08EAS2058_17","2017-08-03 11:00:00",21.1,34.5,0.611594202898551,48.1899179209561,6,0.0126582278481013,21,1.75154070710347,9.2436974789916,22,59.25,1315,18.6396015690883,1293,8.37500076896923,1315,0.909487146144296,0.0751551965004555,0.510089780437458,42.5190635062644,0.326785029322301,15.5861018627638,0.588297753594353,0,1.16167701178322,37.0170675360636,1.30627517712611,1293,2.4402517648538,0.0338155117209233,4.36718968580375,36.201689942887,0.621430213792675,24.2120089388702,5.73361856125659,0,0.714045907623067,15.1277581431627,10.5481913300293,8530.86756173282,1
"636","08EAS2058","2016","08EAS2058_16","8/2/2016 0:00:00",19.5,29.625,0.658227848,28.935262558655,4.125,0.01,4,1.66170634920635,2.02020202020202,NA,NA,1314,18.6145081947068,1292,8.37464826248392,1314,0.904273281269169,0.0708103091028941,0.510958757916996,42.4191310961277,0.334994464936759,15.610146189864,0.58395286619745,0,1.27686237824877,36.9817265017302,1.30714415460604,1292,2.4402517648538,0.0338155117209234,4.37603834886435,36.1740370665564,0.663160813352301,24.2102677749594,5.69001551969976,0,0.728815664145007,15.1271978164844,10.5563997193637,8530.86756173282,1
"637","08EAS2058","2003","08EAS2058_03","8/8/2003 0:00:00",19,NA,NA,27.300081128363,4,NA,9,1.44043837987662,3.80952380952381,NA,NA,1301,17.0363650592772,1279,7.71777787047295,1301,0.97431263522066,0.207602011024267,0.570141259318081,44.2636716345493,0.467509643175387,15.3109543539355,0.608284235619531,0,1.61329754510287,34.5641154551213,1.42011122693304,1279,2.44513675250033,0.0433266736863586,4.83278847272171,37.5952398403155,0.687823460164152,22.2955777893585,5.85938516333662,0,1.03276852548147,14.0528645729634,11.155088749472,8530.86756173282,1
"638","08EAS2058","2019","08EAS2058_19","2019-09-04 21:10:00",17.799425,25.9199,0.686708860759494,37.2724963617273,4.87204724409449,0.0188679245283019,2,0.643347499182739,0,377,60.3333333333333,1317,18.6897883178512,1295,8.37570578193985,1317,0.919914875894549,0.0838449712955785,0.508351825478381,42.7189283265378,0.310366158093385,15.5380132085635,0.596987528388161,0,0.931306278852111,37.0877496047304,1.30453722216624,1295,2.44025176485379,0.0338155117209233,4.34949235968257,36.2569956955482,0.537969014673425,24.215491266692,5.82082464437025,0,0.684506394579186,15.1288787965192,10.5317745513605,8530.86756173282,1
"639","08EAS2058","2009","08EAS2058_09","8/3/2009 0:00:00",15.4,27.86666667,0.552631579,35.7708943880706,2.666666667,0.015,6,1.49647503370192,7.61904761904762,NA,NA,1307,17.9952559955082,1285,8.03370226821364,1307,0.932949538090654,0.132469960868334,0.541372969696638,42.7445640788909,0.424899096899813,15.7999347365027,0.627401740169381,0,1.39287233648767,36.0920465003916,1.31148904200229,1285,2.44025176486394,0.033831081395935,4.6071610851713,36.4617445265428,0.647681514464274,23.8202973713584,6.07930048246523,0,0.743192724449656,14.5374242471285,10.62911520216,8530.86756173282,1
"640","08EAS2058","2020","08EAS2058_20","2020-07-27 19:30:00",19.439925,31.00545,0.626984126984127,30.0141837421118,3.29724409448819,0.0350877192982456,3,1.08429752066116,5.5045871559633,447,59.6666666666667,1318,18.7872503719031,1296,8.4126764362058,1318,0.91432449259208,0.0768730271462728,0.504243207781139,42.638009086926,0.297143260411264,15.5510511049879,0.596553039648435,0,0.887519828166743,37.2353940837904,1.29888886854981,1296,2.43944202846261,0.0332871138340715,4.31754595962973,36.1869930094762,0.528660553883393,24.322005922919,5.81821229504138,0,0.664595799180812,15.1889888434894,10.5002684740834,8530.86756173282,1
"641","08EAS2058","2014","08EAS2058_14","8/4/2014 0:00:00",22.825,33.625,0.678810409,35.3751086868798,4.5,0.007708119,15,1.4500260066867,1.69491525423729,NA,NA,1312,18.4222084432819,1290,8.30491141583857,1312,0.909487146145349,0.0725482640638131,0.5126967128766,42.4320549217361,0.390609023626441,15.7513073070196,0.610022190580187,0,1.31607720140692,36.7154326275305,1.28976460501448,1290,2.44025176485363,0.033815511720921,4.35118478189362,36.2076640508176,0.573634323101758,24.2881483221087,5.93590472936815,0,0.728815664144956,14.9893774998703,10.4512033521204,8530.86756173282,1
"642","08EAS2058","2015","08EAS2058_15","9/10/2015 0:00:00",16.925,28.175,0.600709849,32.5501583071042,5.5,0.025,7,2.33552771295869,4,NA,NA,1313,18.5183583189944,1291,8.33977983916125,1313,0.906880213707259,0.0716792865833536,0.511827735396798,42.4255930089319,0.3628017442816,15.6807267484418,0.596987528388819,0,1.29646978982784,36.8485795646304,1.29845437981026,1291,2.44025176485371,0.0338155117209222,4.36361156537898,36.190850558687,0.618397568227029,24.249208048534,5.81296012453396,0,0.728815664144982,15.0582876581773,10.503801535742,8530.86756173282,1
"643","08EAS2058","2010","08EAS2058_10","8/10/2010 0:00:00",12.6,26.8,0.470149254,30.5062825902923,5.166666667,0.01863354,9,2.06226658464677,9.67741935483871,NA,NA,1308,18.0733507847192,1286,8.13962506617143,1308,0.922521808336454,0.105550533645116,0.530076262465136,42.654827263672,0.351991032867272,15.8997369331848,0.629139695127011,0,1.38499646326151,36.2261815375488,1.29497846989198,1286,2.44025176485876,0.0338232965584276,4.50340396300777,36.3545530277719,0.572310780889234,24.0814232904446,6.06632310785606,0,0.731023795579851,14.7212154874227,10.4956714856106,8530.86756173282,1
"644","08EAS2058","2006","08EAS2058_06","8/7/2006 0:00:00",16.1,29.2,0.551369863,28.8097422559005,4.183333333,0.016666667,4,1.91107536570972,11.4754098360656,NA,NA,1304,17.7414233218019,1282,7.91380009888027,1304,0.963999323663938,0.159808249654117,0.552669676932087,42.9613441790824,0.759081596508264,15.6937098691407,0.633484582522467,0,1.30362810714465,35.6599163958708,1.31235801948051,1282,2.44025176485343,0.0338388662332248,4.69555321720069,36.5340941980279,0.867195975332286,23.5829129131087,6.10676083520869,0,0.746820786003592,14.3298915457539,10.6626798982775,8530.86756173282,1
"645","08EAS2058","2008","08EAS2058_08","8/5/2008 0:00:00",22.91666667,24.88666667,0.920841147,37.1241403571252,3.5,0.019685039,4,1.7189805421857,5.46875,NA,NA,1306,17.9171612062973,1284,7.92777947025584,1306,0.943377267844855,0.159389388091551,0.55266967692814,42.8343008941098,0.497807160932354,15.7001325398206,0.625663785211751,0,1.40074820971384,35.9579114632345,1.3279996141126,1284,2.44025176486912,0.0338388662334424,4.71091820733484,36.5689360253137,0.723052248039314,23.5591714522722,6.09227785707439,0,0.755361653319461,14.3536330068343,10.7625589187093,8530.86756173282,1
"646","08EAS2058","2007","08EAS2058_07","8/2/2007 0:00:00",20.24666667,26.55333333,0.762490585,21.8566441080703,4.42,0.02173913,4,1.36599465154718,10.5769230769231,NA,NA,1305,17.8292922640496,1283,7.92078978456806,1305,0.953688295754396,0.159598818872834,0.552669676930113,42.8978225365961,0.628444378720309,15.6969212044807,0.629574183867109,0,1.35218815842924,35.8089139295527,1.32017881679656,1283,2.44025176486128,0.0338388662333336,4.70323571226776,36.5515151116708,0.7951241116858,23.5710421826904,6.09951934614154,0,0.751091219661526,14.3417622762941,10.7126194084934,8530.86756173282,1
"647","08EAS2058","2005","08EAS2058_05","8/17/2005 0:00:00",17,37.66666667,0.451327434,35.6010072350876,4.333333333,NA,5,1.77183669247549,13.7096774193548,NA,NA,1303,17.4141176191296,1281,7.81767495100667,1303,0.957598694412714,0.183270641599489,0.558364046947422,43.6345571555659,0.593078451542784,15.504237931791,0.621753386550078,0,1.4319216146023,35.1455075438638,1.36971053312454,1281,2.44027169182817,0.0385827699603177,4.74123607298321,37.0842159680398,0.773085255565759,22.9385829349217,5.98095755703434,0,0.88726250917542,14.1928697148354,10.922935525656,8530.86756173282,1
"648","08EAS2191","2018","08EAS2191_18","2018-09-24 15:35:00",7.5052875,8.612625,0.871428571428572,13.9679070812623,3.1003937007874,0,1,1.25209580838323,4.27350427350427,260,64.3333333333333,1338,46.2955732516317,1316,24.5619804919187,1338,0.360226118493621,0.0496775077254394,0,3.61686525827745,0.0165591692451558,11.0006653109193,0.149032523148741,0,0.149032523131192,84.2274031888505,0.430538400208589,1316,0,0,0,4.633217528891,0,49.5092138335347,2.01584856936555,0,0,42.0521775199142,1.78954254829454,1343.02603311193,1
"649","08EAS2191","2016","08EAS2191_16","8/17/2016 0:00:00",6,9.5,0.631578947,12.4633593687395,2,0,7,1.47394007580425,4.90196078431373,NA,NA,1336,46.1109746148053,1314,24.4631496523506,1336,0.360226118493621,0.0496775077254394,0,3.61686525827745,0.0165591692451558,11.1662570033007,0.149032523148741,0,0.149032523131192,84.0618114964691,0.430538400208589,1314,0,0,0,4.63321752889113,0,49.6038046256858,2.01584856936561,0,0,41.9575867277629,1.78954254829459,1343.02603311193,1
"650","08EAS2191","2020","08EAS2191_20","2020-08-20 18:40:00",NA,NA,NA,10.0910348120394,2.58366141732283,0.0649350649350649,6,1.04755145493258,7.92079207920792,508,68,1340,46.4985902841132,1318,24.6511513882718,1340,0.360226118493621,0.0478376000323689,0,3.57558057550942,0.0165591692451558,10.8320407700032,0.149952476995555,0,0.144522097761644,84.4455026532905,0.427778538668566,1318,0,0,0,4.62015435375258,0,49.4281974887197,2.02891174450358,0,0,42.1331938647296,1.7895425482945,1343.02603311193,1
"651","08EAS2191","2012","08EAS2191_12","8/22/2012 0:00:00",7.75,18.2,0.425824176,9.51365692002177,4.0625,0.012820513,1,1.69027421215874,22.9357798165138,NA,NA,1332,45.5688560177454,1310,24.3008878961577,1332,0.360226118493621,0.0496775077254395,0,3.60858567366114,0.0165591692451558,11.8957216123601,0.157312107765052,0,0.149032523131192,83.3323468874097,0.430538400208589,1310,0,0,0,4.66671372851084,0,49.7038226170757,1.98235236974907,0,0,41.8575687363699,1.78954254829456,1343.02603311193,1
"652","08EAS2191","2005","08EAS2191_05","8/16/2005 0:00:00",8,8.333333333,0.96,12.883922655594,2.666666667,NA,0,1.2164860132553,10.1694915254237,NA,NA,1325,44.6600067677763,1303,24.0104582389218,1325,0.360226118493621,0.0662366769630743,0,4.29014548244926,0.0165591692451558,12.2575004153593,0.115914184670965,0,0.266945906954278,82.1710948917956,0.455377154068802,1303,0,0,0,4.86835468138146,0,49.9316039668628,1.78071141688053,0,0,41.6297873865804,1.78954254829483,1343.02603311193,1
"653","08EAS2191","2015","08EAS2191_15","8/11/2015 0:00:00",5.366666667,9.833333333,0.545762712,15.2678916918888,3,0.04,5,1.28863439703121,3.57142857142857,NA,NA,1335,46.0008009421399,1313,24.4631496523506,1335,0.360226118493621,0.0496775077254394,0,3.62790470443671,0.0165591692451558,11.3318486956971,0.137993076989483,0,0.149032523131192,83.8962198040727,0.430538400208589,1313,0,0,0,4.71159657971956,0,49.6038046256858,1.93746951853717,0,0,41.9575867277629,1.78954254829459,1343.02603311193,1
"654","08EAS2191","2014","08EAS2191_14","8/21/2014 0:00:00",7.866666667,9.6,0.819444444,14.9906195789078,2,0,1,1.56200253912455,5.08474576271187,NA,NA,1334,45.8906272694746,1312,24.4631496523506,1334,0.360226118493621,0.0496775077254395,0,3.63894415059597,0.0165591692451558,11.4974403880935,0.126953630830224,0,0.149032523131192,83.7306281116763,0.430538400208589,1312,0,0,0,4.789975630548,0,49.6038046256858,1.85909046770874,0,0,41.9575867277629,1.78954254829459,1343.02603311193,1
"655","08EAS2191","2017","08EAS2191_17","2017-08-21 11:45:00",6.55,8.5,0.770588235294118,11,2.5,0.0212765957446809,7,1.11888111888112,1.81818181818182,64,63.5,1337,46.2032739332185,1315,24.5125650721347,1337,0.360226118493621,0.0496775077254394,0,3.61686525827745,0.0165591692451558,11.08346115711,0.149032523148741,0,0.149032523131192,84.1446073426598,0.430538400208589,1315,0,0,0,4.63321752889106,0,49.5565092296103,2.01584856936558,0,0,42.0048821238385,1.78954254829457,1343.02603311193,1
"656","08EAS2191","2011","08EAS2191_11","8/4/2011 0:00:00",4.745,10.625,0.446588235,13.4543426440594,4,0.013513514,1,1.56035528535805,19.8412698412698,NA,NA,1331,45.3572584386816,1309,24.1386261399649,1331,0.360226118493621,0.0496775077254394,0,3.56718775056705,0.0165591692451558,12.1284111442302,0.198710030859139,0,0.149032523131192,83.0996573555396,0.430538400208589,1309,0,0,0,4.46507277564524,0,49.8038406084655,2.18399332261784,0,0,41.7575507449769,1.78954254829453,1343.02603311193,1
"657","08EAS2191","2003","08EAS2191_03",NA,3.89,NA,NA,18.2925185682122,4,NA,0,NA,15.7407407407407,NA,NA,1323,44.4513613470995,1301,23.8990752910814,1323,0.360226118493621,0.0827958462007091,0,4.39057731963289,0.0165591692451558,12.4075887389942,0.121433907749341,0,0.210671854408932,81.9299311373462,0.480215907929015,1301,0,0,0,4.86835468138101,0,50.0625433884207,1.78071141688037,0,0,41.4988479650232,1.78954254829466,1343.02603311193,1
"658","08EAS2191","2002","08EAS2191_02","8/12/2002 0:00:00",4.165,NA,NA,10.0596518728019,1.25,NA,NA,1.51919819311124,11.4285714285714,NA,NA,1322,44.4231575319571,1300,23.8974363122711,1322,0.360226118493621,0.0827958462007091,0,4.37528343386745,0.0165591692451558,12.4351873543902,0.126953630827717,0,0.220446017096002,81.9023325219501,0.480215907929015,1300,0,0,0,4.86835468138112,0,50.0657194515955,1.78071141688041,0,0,41.4956719018483,1.7895425482947,1343.02603311193,1
"659","08EAS2191","2019","08EAS2191_19","2019-09-16 18:05:00",7.792375,10.909325,0.714285714285714,13.1486714738217,2.46062992125984,0,0,1.57356076759062,7.57575757575758,398,67.6666666666667,1339,46.3878725700449,1317,24.6113959117028,1339,0.360226118493621,0.0496775077254394,0,3.61686525827745,0.0165591692451558,10.9178694647286,0.149032523148741,0,0.149032523131192,84.3101990350412,0.430538400208589,1317,0,0,0,4.63321752889093,0,49.4619184374592,2.01584856936552,0,0,42.0994729159898,1.78954254829451,1343.02603311193,1
"660","08EAS2191","2021","08EAS2191_21","2021-08-04 21:30:00",4.3063125,9.1457875,0.47085201793722,14.2320579090699,2.95275590551181,0,3,1.39905213270142,10.2803738317757,642,67,1341,46.6093079981816,1319,24.6909068648408,1341,0.360226118493621,0.0459976923392984,0,3.53429589274139,0.0165591692451558,10.7462120752778,0.150872430842369,0,0.140011672392095,84.5808062715398,0.425018677128542,1319,0,0,0,4.60709117861423,0,49.3944765399802,2.04197491964164,0,0,42.1669148134695,1.78954254829449,1343.02603311193,1
"661","08EAS2191","2013","08EAS2191_13","8/8/2013 0:00:00",7.4,9.416666667,0.785840708,10.8171685243291,2.75,0.016528926,3,1.55410772399596,4.16666666666667,NA,NA,1333,45.7804535968093,1311,24.4631496523506,1333,0.360226118493621,0.0496775077254395,0,3.64998359675523,0.0165591692451558,11.6630320804899,0.115914184670965,0,0.149032523131192,83.5650364192799,0.430538400208589,1311,0,0,0,4.86835468137643,0,49.6038046256858,1.7807114168803,0,0,41.9575867277629,1.78954254829459,1343.02603311193,1
"662","08EAS2191","2009","08EAS2191_09","8/25/2009 0:00:00",5.72,11.27666667,0.507242093,12.8545796250701,1.333333333,0.030927835,3,1.43687881321783,16.3461538461538,NA,NA,1329,45.2101580553892,1307,24.1263435186228,1329,0.360226118493621,0.0496775077254395,0,3.92395244507965,0.0165591692451558,12.024051883436,0.143512800067023,0,0.149032523131192,82.9024491526133,0.430538400208589,1307,0,0,0,4.73392737946977,0,49.8038406084748,1.91513871879311,0,0,41.7575507449674,1.78954254829487,1343.02603311193,1
"663","08EAS2191","2010","08EAS2191_10","9/9/2010 0:00:00",9.553333333,9.72,0.982853224,14.7610242865514,2.833333333,0.014925373,9,1.43923750365127,4.16666666666667,NA,NA,1330,45.2837082470354,1308,24.1324848292939,1330,0.360226118493621,0.0496775077254394,0,3.74557009782335,0.0165591692451558,12.0762315138331,0.171111415463081,0,0.149032523131192,83.0010532540764,0.430538400208589,1308,0,0,0,4.59950007755751,0,49.8038406084702,2.04956602070547,0,0,41.7575507449721,1.7895425482947,1343.02603311193,1
"664","08EAS2191","2006","08EAS2191_06","8/2/2006 0:00:00",7.026666667,9.613333333,0.730929265,11.4173655428512,1.666666667,0.038834951,2,1.18274545092543,14.6788990825688,NA,NA,1326,44.8404483733107,1304,24.1202022079518,1326,0.360226118493621,0.0496775077254394,0,4.17441975950018,0.0165591692451558,12.1350107071204,0.115914184670965,0,0.332994122186694,82.3846600308489,0.430538400208589,1304,0,0,0,4.86835468138203,0,49.8038406084795,1.78071141688074,0,0,41.7575507449627,1.78954254829504,1343.02603311193,1
"665","08EAS2191","2007","08EAS2191_07","8/1/2007 0:00:00",8.861,9.36,0.946688034,15.0770859838701,2.916666667,0.06557377,4,1.33961505401589,15,NA,NA,1327,44.9885281185268,1305,24.1202022079518,1327,0.360226118493621,0.0496775077254395,0,4.13837727591806,0.0165591692451558,12.0534414800797,0.115914184670965,0,0.241013322658943,82.5942525409995,0.430538400208589,1305,0,0,0,4.86835468138203,0,49.8038406084795,1.78071141688074,0,0,41.7575507449627,1.78954254829504,1343.02603311193,1
"666","08EAS2191","2008","08EAS2191_08","8/4/2008 0:00:00",6.888866667,9.026666667,0.76316839,9.02807625781308,2.14,0.016393443,2,1.51252492328305,23.5294117647059,NA,NA,1328,45.1366078637429,1306,24.1202022079518,1328,0.360226118493621,0.0496775077254395,0,4.10233479233595,0.0165591692451558,11.9718722530389,0.115914184670965,0,0.149032523131192,82.8038450511501,0.430538400208589,1306,0,0,0,4.86835468138203,0,49.8038406084795,1.78071141688074,0,0,41.7575507449627,1.78954254829504,1343.02603311193,1
"667","08EAS2272","2007","08EAS2272_07","8/1/2007 0:00:00",12.55333333,13.91333333,0.902252036,39.6801294612028,7.333333333,0.005780347,1,1.59020673682323,0.980392156862745,NA,NA,1349,45.611085662107,1327,18.6683853141762,1349,0.42540586416548,0.0996824631543754,0.269494350417768,7.79010198297382,0.207111398930214,10.4997858498697,0.232064579528636,0,0.237041052763235,78.0260759301375,2.21323652805928,1327,0.33229506848768,0.15007131446995,3.34657765244026,11.0999022306395,0.315563424025656,17.063620346162,4.27108267887197,0,0.622821955538952,37.1207936825238,25.6772716468402,4456.22458645228,1
"668","08EAS2272","2019","08EAS2272_19","2019-10-03 19:30:00",11.0323625,15.25665,0.723118279569892,95.4414626106437,7.18503937007874,NA,1,1.78422484134179,0.952380952380952,435,63.3333333333333,1361,46.3994204550416,1339,19.3299310022282,1361,0.300639961204725,0.0971871450849743,0.249531805947188,7.78511134683833,0.0449157250754201,10.4049876437718,0.229569261469055,0,0.234545734709321,78.6923019718486,1.9612094040506,1339,0.306996142405887,0.150071314469951,3.34430443587482,11.4082875727321,0.213063441349953,18.7090884171743,4.271082678872,0,0.305275066335179,37.697636725088,23.5941942056978,4456.22458645228,1
"669","08EAS2272","2021","08EAS2272_21","2021-09-20 18:00:00",11.565525,13.3290625,0.867692307692308,38.8827650791501,5.95472440944882,0,0,1.93700787401575,6,717,58.6666666666667,1363,46.5230319324166,1341,19.4254133542932,1363,0.281211011612786,0.0955235997109989,0.247313745450457,7.75294946962666,0.0460247553242051,10.3853002700536,0.226796685847218,0,0.225673492720971,78.8073868671913,1.93182010246178,1341,0.304003962441421,0.150071314469953,3.34405185625647,11.3757745963786,0.236737157055503,18.8588187221859,4.27108267887205,0,0.301111333003547,37.7948298771416,23.363518502195,4456.22458645228,1
"670","08EAS2272","2016","08EAS2272_16","8/29/2016 0:00:00",11.75,12.525,0.938123752,30.5499923924173,5.625,0.026086957,7,1.72969050175752,0.943396226415094,NA,NA,1358,46.1996415067762,1336,19.21408043572,1358,0.300639961204729,0.0971871450849755,0.249531805947191,7.67531735223439,0.0798501779057305,10.4872424071889,0.229569261469058,0,0.31439591260221,78.6050565723121,1.96120940405063,1336,0.306996142405877,0.150071314469946,3.34430443587471,11.1924651500114,0.213063441349946,18.7581692403756,4.27108267887186,0,0.521097489055272,37.6485559018883,23.5941942056971,4456.22458645228,1
"671","08EAS2272","2006","08EAS2272_06","8/2/2006 0:00:00",11.22333333,17.91666667,0.626418605,20.2816801079754,7.11,0,0,2.03798224575637,5.8252427184466,NA,NA,1348,45.5233819488541,1326,18.6212521745323,1348,0.455349680875879,0.102177781213953,0.269494350417768,7.78012071073589,0.169681628043727,10.5572208266307,0.234559897588213,0,0.304414640361632,77.9262205463697,2.20075993776253,1326,0.332295068487663,0.150071314469942,3.34657765244009,11.0383100435349,0.184293298245062,17.1708575791819,4.27108267887175,0,0.822680378042747,37.0135564495014,25.6702755372245,4456.22458645228,1
"672","08EAS2272","2002","08EAS2272_02","9/12/2002 0:00:00",8,NA,NA,24.7365333962717,4.75,NA,NA,1.23031312878185,9.25925925925926,NA,NA,1344,45.2996656660007,1322,18.4786388023074,1344,0.460528599176226,0.110495508077953,0.269494350417768,8.13778296591382,0.0349344528361024,10.5771833711156,0.24620471520008,0,0.274470823655515,77.6631920952567,2.22571311835024,1322,0.333382197553268,0.150071314469933,3.34657765243988,11.7009043599137,0,17.3615156720691,4.27108267887149,0,0.339046209792578,36.8228983566058,25.6745215582843,4456.22458645228,1
"673","08EAS2272","2017","08EAS2272_17","2017-08-14 12:15:00",11.5,16.75,0.686567164179104,36.9650944531367,5.0625,0,3,1.81182453909727,0,44,61,1359,46.2662344895314,1337,19.2526972912228,1359,0.300639961204728,0.0971871450849751,0.24953180594719,7.71191535043571,0.068205360295627,10.4598241527166,0.229569261469057,0,0.287779186637914,78.6341383721576,1.96120940405062,1337,0.306996142405881,0.150071314469948,3.34430443587475,11.264405957585,0.213063441349948,18.7418089659751,4.27108267887191,0,0.449156681481908,37.6649161762882,23.5941942056973,4456.22458645228,1
"674","08EAS2272","2003","08EAS2272_03","8/21/2003 0:00:00",10.11,NA,NA,31.7132315028669,5.5,NA,0,1.46939500026368,0.961538461538462,NA,NA,1345,45.3124141733346,1323,18.4866877709716,1345,0.445556690820271,0.108831962705153,0.269494350417768,8.20099769008424,0.0349344528358506,10.5721927349957,0.237886988334569,0,0.234545734706553,77.6698462767494,2.2257131183505,1323,0.332838633020451,0.150071314469931,3.34657765243984,11.7009043599135,0,17.3615156720688,4.27108267887143,0,0.335343753265287,36.8228983566054,25.6787675793453,4456.22458645228,1
"675","08EAS2272","2015","08EAS2272_15","9/14/2015 0:00:00",12.2,16.16666667,0.754639175,21.832807896501,6.666666667,0,0,2.32537050923959,1.41843971631206,NA,NA,1357,46.1666997346966,1335,19.1866521850614,1357,0.300639961204729,0.0921965089683387,0.249531805947191,7.70359762357174,0.0731959964127677,10.4988872247988,0.229569261469058,0,0.294433368130878,78.5967388454459,1.96120940405063,1335,0.306996142405887,0.150071314469951,3.34430443587481,11.3314980971937,0.142042294233297,18.7581692403762,4.27108267887199,0,0.45308568898845,37.648555901888,23.5941942056978,4456.22458645228,1
"676","08EAS2272","2014","08EAS2272_14","8/12/2014 0:00:00",12.375,15.355,0.805926408,33.551676006582,5.625,0,2,1.44118301140272,4.20168067226891,NA,NA,1356,46.133757962617,1334,19.1592239344028,1356,0.300639961204729,0.0872058728517019,0.249531805947191,7.73187789490909,0.066541814919805,10.5105320424086,0.229569261469058,0,0.274470823659545,78.5884211185796,1.96120940405063,1334,0.306996142405896,0.150071314469955,3.34430443587491,11.4705310443759,0.0710211471166487,18.7581692403767,4.27108267887212,0,0.385073888921627,37.6485559018877,23.5941942056985,4456.22458645228,1
"677","08EAS2272","2020","08EAS2272_20","2020-09-03 21:00:00",11.64755,13.7802,0.845238095238095,26.8923781023546,4.15846456692913,0,0,1.5169578622816,6,549,62.6666666666667,1362,46.4612261937291,1340,19.3776721782607,1362,0.290925486408755,0.0963553723979866,0.248422775698822,7.76903040823249,0.0454702401998126,10.3951439569127,0.228182973658137,0,0.230109613715146,78.7498444195199,1.94651475325619,1340,0.305500052423654,0.150071314469952,3.34417814606565,11.3920310845553,0.224900299202728,18.7839535696801,4.27108267887203,0,0.303193199669363,37.7462333011148,23.4788563539464,4456.22458645228,1
"678","08EAS2272","2012","08EAS2272_12","8/22/2012 0:00:00",13.175,15.1,0.872516556,44.7517119495441,4.375,0,1,1.67443735181474,5.76923076923077,NA,NA,1354,46.0140541651982,1332,19.0560318487245,1354,0.305630597321995,0.082215236735065,0.249531805947191,7.70276585088521,0.0673735876063309,10.5596066309046,0.242045851765436,0,0.294433368133144,78.5351876666504,1.96120940405063,1332,0.306996142405897,0.150071314469956,3.34430443587492,11.3256447759085,0.106172624920162,18.7581692403768,4.27108267887214,0,0.49480867958314,37.64855590189,23.5941942056986,4456.22458645228,1
"679","08EAS2272","2009","08EAS2272_09","8/25/2009 0:00:00",12.80333333,16.30333333,0.785319975,33.21058955194,4.666666667,0.008,4,1.36594728252083,0.75187969924812,NA,NA,1351,45.7749569635263,1329,18.803768307115,1351,0.367181776116475,0.0921965089748868,0.262840168927575,7.74851334864917,0.187980627139741,10.4939127160027,0.23788698833331,0,0.22456446246925,78.2473781897993,2.13754521358757,1329,0.323862093127094,0.150071314469955,3.34581991358523,11.121571465249,0.368670783150941,17.5569784888868,4.27108267887213,0,0.50616077879393,37.368205910995,24.9875765728699,4456.22458645228,1
"680","08EAS2272","2018","08EAS2272_18","2018-08-31 19:50:00",13.370075,14.27235,0.936781609195402,55.9637304075279,9.10433070866142,0,0,2.66185752930568,0,222,58,1360,46.3328274722865,1338,19.2913141467255,1360,0.300639961204727,0.0971871450849747,0.249531805947189,7.74851334863702,0.0565605426855235,10.4324058982442,0.229569261469056,0,0.261162460673617,78.6632201720031,1.96120940405061,1338,0.306996142405884,0.150071314469949,3.34430443587478,11.3363467651585,0.213063441349951,18.7254486915747,4.27108267887196,0,0.377215873908543,37.6812764506881,23.5941942056976,4456.22458645228,1
