"","Locator","CollectDate","Year","Month","LabSampleNum","V1","Ammonia Nitrogen","Conductivity, Field","Dissolved Oxygen, Field","Fecal Coliform","Nitrite + Nitrate Nitrogen","Orthophosphate Phosphorus","pH, Field","Temperature","Total Alkalinity","Total Nitrogen","Total Phosphorus","Total Suspended Solids","Turbidity","Site.Number","block"
"1559","A320",2013-01-08 09:51:00,2013,1,"L57207-3","09SOO0943",0.0129,114,12,14,1.07,0.0118,7.69,7.06,43.8,0.993,0.0212,2.9,2.42,5,50001
"1560","A320",2008-06-12 11:22:00,2008,6,"L45703-2","09SOO0943",0.01,133,11,33,0.753,0.0118,7.63,11.3,53,0.94,0.0284,4.7,2,5,50006
"1561","A320",2009-05-05 10:39:00,2009,5,"L47748-3","09SOO0943",0.0063,131,10.7,52,0.839,0.00722,7.68,10.5,49.4,1.09,0.0266,5.7,NA,5,50005
"1562","A320",2023-07-26 09:50:00,2023,7,"L81969-1","09SOO0943",0.0061,156,10.1,130,0.813,0.0152,7.72,13.9,59.2,0.991,0.0254,2.8,1.02,5,50007
"1563","A320",2013-10-08 09:37:00,2013,10,"L58849-4","09SOO0943",0.0052,121,10.3,28,0.823,0.0182,7.56,11.5,40.4,1.14,0.0282,2.1,1.79,5,500010
"1564","A320",2004-07-14 10:25:00,2004,7,"L32477-3","09SOO0943",0.01,144,9.5,150,1.07,0.0172,7.7,14.7,52.5,1.26,0.0287,1.8,1.1,5,50007
"1565","A432",2019-07-10 13:59:00,2019,7,"L72672-11","08WES0903",0.0104,225,9.7,780,1.29,0.0415,7.85,15.2,83.5,1.55,0.0782,15.2,7.08,6,60007
"1566","A432",2023-08-16 13:10:00,2023,8,"L82172-10","08WES0903",0.0094,266,9.13,NA,1.46,0.0449,7.8,17,93.5,1.55,0.0587,4.1,2.41,6,60008
"1567","A432",2024-01-10 11:47:00,2024,1,"L83110-10","08WES0903",0.0187,193,11.8,NA,0.636,0.0142,7.83,6.98,59.5,1.02,0.0403,10,3.65,6,60001
"1568","A432",2004-09-13 09:42:00,2004,9,"L32951-7","08WES0903",0.018,155,9.7,2300,0.951,0.0347,7.7,14.9,67.2,1.31,0.0807,22.8,12.6,6,60009
"1569","A432",2021-06-16 13:30:00,2021,6,"L77073-11","08WES0903",0.019,239,9.89,NA,1.32,0.0404,7.86,14.6,86.4,1.49,0.0593,8.8,5.98,6,60006
"1570","A432",2007-07-02 09:53:00,2007,7,"L43107-2","08WES0903",0.012,231,9.8,120,1.56,0.0455,7.69,13.4,85,1.85,0.0747,8.9,3.99,6,60007
"1571","A432",2006-02-13 09:47:00,2006,2,"L37822-2","08WES0903",0.0311,165,11.2,52,1.35,0.0208,7.7,7.5,63.7,1.74,0.0573,16.2,6.41,6,60002
"1572","A432",2013-12-02 11:58:00,2013,12,"L59159-9","08WES0903",0.0129,210,11.2,28,1.38,0.0275,7.93,7.51,88.3,1.59,0.0417,4.6,2.8,6,600012
"1573","A432",2002-11-12 10:03:00,2002,11,"L26099-3","08WES0903",0.01,98,10.8,1500,0.857,0.0324,7.1,10.6,56,1.96,0.216,212,76.1,6,600011
"1574","A432",2003-12-08 09:30:00,2003,12,"L30473-2","08WES0903",0.0649,157,11.9,32,0.914,0.0221,7.5,7.2,57.8,1.3,0.0378,6.2,2.79,6,600012
"1575","A432",2008-08-04 08:50:00,2008,8,"L46208-15","08WES0903",0.015,241,9.6,250,1.67,0.0508,7.78,12.5,90.7,1.85,0.0624,6.7,3.09,6,60008
"1576","A432",2017-05-10 14:37:00,2017,5,"L67687-11","08WES0903",0.0141,187,10,23,0.998,0.0214,7.86,14.7,64.6,1.32,0.0491,10.8,5.71,6,60005
"1577","A432",2017-03-15 14:47:00,2017,3,"L67268-11","08WES0903",0.0172,134,11.4,310,0.751,0.0146,7.62,8.8,44.4,1.16,0.0701,34.3,18.9,6,60003
"1578","A432",2021-03-10 13:45:00,2021,3,"L76514-11","08WES0903",0.0096,201,11.6,NA,1,0.0164,7.85,8.33,65.5,1.32,0.0439,5.3,2.45,6,60003
"1579","A432",2019-03-13 14:00:00,2019,3,"L71901-11","08WES0903",0.0173,201,12.2,68,0.94,0.0121,7.76,7,58.9,1.2,0.0328,10.9,5.37,6,60003
"1580","A432",2015-03-09 13:57:00,2015,3,"L62311-11","08WES0903",0.0158,201,11,25,1.58,0.023,7.82,10.1,77.4,1.82,0.0435,7.06,2.96,6,60003
"1581","A432",2023-05-10 14:53:00,2023,5,"L81491-10","08WES0903",0.0117,236,9.91,NA,0.966,0.0244,7.87,14.6,73.7,1.23,0.0578,13.9,5.51,6,60005
"1582","A432",2002-10-16 09:30:00,2002,10,"L26098-2","08WES0903",0.017,240,10.4,260,1.81,0.0458,7.4,9.5,89.7,1.97,0.0774,13,5.78,6,600010
"1583","A432",2006-06-12 09:42:00,2006,6,"L39408-2","08WES0903",0.019,199,9.2,360,1.23,0.0303,7.7,14.4,70.9,1.56,0.0669,8.5,4.97,6,60006
"1584","A432",2003-04-16 09:35:00,2003,4,"L27968-2","08WES0903",0.01,189,11.3,51,1.01,0.0134,7.4,10.4,66.2,1.29,0.0233,5.4,2.64,6,60004
"1585","A432",2003-05-14 09:54:00,2003,5,"L28261-2","08WES0903",0.013,237,10.6,280,1.44,0.0318,7.6,11.3,81.6,1.82,0.0552,7.8,3.74,6,60005
"1586","A432",2004-06-14 09:30:00,2004,6,"L32186-2","08WES0903",0.018,210,9.9,900,1.26,0.0359,7.6,12.8,77.2,1.54,0.0553,10.7,5.42,6,60006
"1587","A432",2016-01-13 13:31:00,2016,1,"L64539-11","08WES0903",0.0436,145,11.8,80,0.951,0.0178,7.54,6.9,49.8,1.34,0.06,29.1,13,6,60001
"1588","A432",2008-01-07 10:12:00,2008,1,"L44903-2","08WES0903",0.052,150,12.3,55,0.947,0.0174,7.66,5.22,53.2,1.3,0.041,8.4,2.49,6,60001
"1589","A432",2014-06-24 09:40:00,2014,6,"L60540-3","08WES0903",NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,60006
"1590","A432",2004-10-11 08:30:00,2004,10,"L33218-2","08WES0903",0.013,191,10.2,210,0.913,0.0175,7.4,12.9,72.1,1.28,0.0558,11.5,5.51,6,600010
"1591","A432",2003-02-12 08:58:00,2003,2,"L27143-2","08WES0903",0.0217,203,12,110,1.41,0.0209,7.2,5.1,72,1.63,0.0395,6.6,3.09,6,60002
"1592","A432",2016-10-12 14:48:00,2016,10,"L66360-11","08WES0903",0.0116,195,10.4,52,0.911,0.0236,7.79,12,72.4,1.21,0.0507,9.1,4.53,6,600010
"1593","A432",2005-01-10 00:00:00,2005,1,"L34346-18","08WES0903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0576,NA,NA,6,60001
"1594","A432",2007-02-05 09:55:00,2007,2,"L41674-2","08WES0903",0.014,205,11.2,68,1.5,0.0238,7.6,7,71.8,1.78,0.0416,5.7,2.84,6,60002
"1595","A432",2004-03-08 09:25:00,2004,3,"L31214-2","08WES0903",0.013,182,11.3,120,1.28,0.0154,7.4,8.1,65.3,1.49,0.0336,4.95,3.4,6,60003
"1596","A432",2016-07-13 13:11:00,2016,7,"L65742-11","08WES0903",0.0105,237,9.9,82,1.6,0.0388,7.89,15,88,1.82,0.0595,4.7,3,6,60007
"1597","A432",2016-08-10 13:57:00,2016,8,"L65895-11","08WES0903",0.0119,239,9.8,510,1.57,0.0386,7.87,15.1,88.5,1.71,0.0582,5.4,4.14,6,60008
"1598","A432",2015-10-14 13:59:00,2015,10,"L63869-11","08WES0903",0.0138,196,10.1,230,0.943,0.0227,7.85,13.3,76.1,1.26,0.047,8.7,3.96,6,600010
"1599","A432",2005-09-12 09:34:00,2005,9,"L36762-2","08WES0903",0.013,220,9.6,250,1.32,0.0458,7.9,13.4,83,1.58,0.0739,8.89,5.31,6,60009
"1600","A432",2015-02-11 13:42:00,2015,2,"L62057-11","08WES0903",0.0489,146,11.4,18,0.962,0.0174,7.68,9.4,54.3,1.32,0.0447,16.9,5.24,6,60002
"1601","A432",2014-07-01 11:43:00,2014,7,"L60574-9","08WES0903",0.0131,237,9.4,220,1.6,0.0383,7.79,15,85.1,1.89,0.0605,8.41,1.82,6,60007
"1602","A432",2021-07-14 13:47:00,2021,7,"L77284-11","08WES0903",0.0093,244,9.66,NA,1.35,0.0426,7.84,15.5,90,1.58,0.0809,10.1,6.4,6,60007
"1603","A432",2004-12-06 10:07:00,2004,12,"L34105-2","08WES0903",0.0353,167,10.3,220,1.03,0.0227,7.6,7.5,62.2,1.35,0.0499,10,6.31,6,600012
"1604","A432",2005-01-10 09:43:00,2005,1,"L34346-2","08WES0903",0.0429,173,12,61,1.23,0.0224,7.7,4.5,62.5,1.55,0.0472,5.7,4.15,6,60001
"1605","A432",2020-06-10 13:15:00,2020,6,"L74763-11","08WES0903",0.0149,202,9.63,81,0.82,0.0236,7.84,15.8,67.7,1.07,0.0508,11.4,4.48,6,60006
"1606","A432",2024-03-13 13:39:00,2024,3,"L83377-10","08WES0903",0.0112,209,11.5,NA,0.81,0.0108,7.9,8.69,65.7,0.983,0.064,6.1,2.26,6,60003
"1607","A432",2007-04-02 09:33:00,2007,4,"L42326-15","08WES0903",0.01,199,11.7,200,1.09,0.0121,7.5,7.8,70.8,1.5,0.0464,8.8,4.7,6,60004
"1608","A432",2023-06-14 10:57:00,2023,6,"L81654-10","08WES0903",0.0157,250,10.2,NA,1.14,0.0351,7.88,13,84.4,1.28,0.0545,6.6,4.37,6,60006
"1609","A432",2019-11-13 12:48:00,2019,11,"L73644-11","08WES0903",0.0096,225,10.6,22,1,0.0228,7.75,10.8,76.8,1.26,0.0416,2.7,1.75,6,600011
"1610","A432",2013-11-04 12:35:00,2013,11,"L59041-9","08WES0903",0.0313,189,10.8,12,0.905,0.0231,7.83,9.38,68.9,1.17,0.0378,4.4,2.74,6,600011
"1611","A432",2014-11-12 12:08:00,2014,11,"L61582-11","08WES0903",0.0489,192,11.7,16,1.16,0.0239,7.82,7.12,71,1.41,0.0449,5.49,2.89,6,600011
"1612","A432",2005-03-14 10:02:00,2005,3,"L34912-2","08WES0903",0.01,218,12,130,1.59,0.0208,7.8,7.3,79.3,1.75,0.0439,4.4,2.44,6,60003
"1613","A432",2017-02-15 14:00:00,2017,2,"L67020-11","08WES0903",0.0569,137,11.9,130,0.79,0.0191,7.5,6.8,43.4,1.23,0.0932,65.5,27.5,6,60002
"1614","A432",2002-09-11 08:50:00,2002,9,"L25700-2","08WES0903",0.014,249,10,300,1.72,0.0435,7.6,12.8,89.6,1.83,0.0662,7.5,3.9,6,60009
"1615","A432",2020-11-12 14:00:00,2020,11,"L75828-11","08WES0903",0.0111,218,10.9,24,1.06,0.0263,7.83,9.03,75.8,1.16,0.047,1.4,1.41,6,600011
"1616","A432",2020-07-15 13:48:00,2020,7,"L74991-11","08WES0903",0.011,241,9.7,190,1.41,0.0393,7.84,15.5,85.3,1.47,0.0581,5.3,3,6,60007
"1617","A432",2005-06-13 09:13:00,2005,6,"L35810-2","08WES0903",0.015,178,9.5,360,0.793,0.0216,7.9,14.4,65.1,1.16,0.0534,16.1,7.14,6,60006
"1618","A432",2002-12-09 09:32:00,2002,12,"L26365-2","08WES0903",0.015,233,12.5,26,1.53,0.0307,7.2,5.9,83.7,1.67,0.0447,2.8,1.9,6,600012
"1619","A432",2006-09-18 10:08:00,2006,9,"L37880-11","08WES0903",0.0235,200,9.8,1300,1.22,0.0382,7.4,13.8,72,1.81,0.0926,30.5,12.5,6,60009
"1620","A432",2019-05-15 14:33:00,2019,5,"L72304-11","08WES0903",0.0136,240,10.1,43,1.29,0.0336,7.84,13.9,83.4,1.52,0.0593,7.5,4.02,6,60005
"1621","A432",2006-12-11 09:52:00,2006,12,"L41346-2","08WES0903",0.0322,152,11,340,1.05,0.0247,7.3,7.6,53.8,1.57,0.0956,52.4,22.2,6,600012
"1622","A432",2016-09-14 14:25:00,2016,9,"L65996-11","08WES0903",0.0112,233,9.9,100,1.49,0.0379,7.89,14,85.8,1.58,0.0596,5,3.11,6,60009
"1623","A432",2004-07-12 09:30:00,2004,7,"L32472-2","08WES0903",0.014,247,12.3,800,1.76,0.0463,7.7,13.2,89.6,1.95,0.0724,7.3,3.87,6,60007
"1624","A432",2023-03-15 13:14:00,2023,3,"L81161-10","08WES0903",0.0108,217,11.8,5,0.848,0.0126,7.78,7.92,60.6,1.12,0.0305,5.8,3.8,6,60003
"1625","A432",2005-10-31 09:31:00,2005,10,"L34675-11","08WES0903",0.015,179,10.2,600,0.989,0.0371,7.3,11.3,66.1,1.58,0.105,27.4,14.3,6,600010
"1626","A432",2018-01-10 14:17:00,2018,1,"L69277-11","08WES0903",0.0579,158,11.9,29,0.761,0.0157,7.64,6.7,54.2,1.13,0.0443,10.1,4.69,6,60001
"1627","A432",2023-04-11 13:20:00,2023,4,"L81341-10","08WES0903",0.0092,213,11.2,NA,0.789,0.0142,7.88,9.92,62.1,0.9,0.0383,10.4,4.73,6,60004
"1628","A432",2014-01-06 11:58:00,2014,1,"L59332-9","08WES0903",0.015,216,12.4,11,1.49,0.0284,7.65,5.02,83.1,1.81,0.0409,3.8,3,6,60001
"1629","A432",2022-03-15 14:21:00,2022,3,"L78774-11","08WES0903",0.0165,201,11,NA,0.883,0.0184,7.8,9.68,62.7,1.12,0.0428,9.2,4.96,6,60003
"1630","A432",2007-09-04 09:53:00,2007,9,"L43715-2","08WES0903",0.013,217,9.3,660,1.6,0.0481,7.85,14.4,77.3,1.86,0.107,21.3,9.65,6,60009
"1631","A432",2017-06-14 13:55:00,2017,6,"L67912-11","08WES0903",0.015,189,9.8,330,0.953,0.0233,7.84,14.8,66,1.26,0.0571,15.3,5.93,6,60006
"1632","A432",2020-11-12 14:03:00,2020,11,"L75828-14","08WES0903",0.0107,218,10.9,26,1.06,0.0256,7.83,9.04,75.7,1.12,0.0457,1.5,1.52,6,600011
"1633","A432",2018-07-18 13:06:00,2018,7,"L70354-11","08WES0903",0.0148,235,9.7,440,1.54,0.0397,7.87,15.4,86,1.83,0.0622,7.2,5.29,6,60007
"1634","A432",2007-12-11 09:52:00,2007,12,"L44652-2","08WES0903",0.0608,158,12.1,47,0.873,0.017,7.67,5.64,55.4,1.32,0.0489,16.7,6.5,6,600012
"1635","A432",2005-07-11 09:55:00,2005,7,"L36104-2","08WES0903",0.014,219,10.2,560,1.42,0.0412,7.7,14.2,83.7,1.64,0.0673,7.4,3.65,6,60007
"1636","A432",2018-12-12 13:12:00,2018,12,"L71434-11","08WES0903",0.047,179,11.7,51,0.886,0.0261,7.69,7.8,64.1,1.24,0.0492,6.8,3.62,6,600012
"1637","A432",2008-06-02 10:20:00,2008,6,"L45699-15","08WES0903",0.017,232,11.8,140,1.62,0.0408,7.67,11.1,85.6,1.76,0.062,9.1,1.5,6,60006
"1638","A432",2007-10-08 10:35:00,2007,10,"L44115-2","08WES0903",0.013,235,10.4,71,1.48,0.036,7.75,10.7,84.8,1.71,0.0612,5.9,2.19,6,600010
"1639","A432",2013-06-03 09:08:00,2013,6,"L58010-1","08WES0903",0.0204,202,10.1,270,1.38,0.0302,7.64,12.8,79,1.57,0.0546,9.4,5.88,6,60006
"1640","A432",2022-08-10 13:14:00,2022,8,"L79825-10","08WES0903",0.0085,246,9.59,NA,1.38,0.0375,7.89,14.9,90.3,1.63,0.0702,7.4,4.92,6,60008
"1641","A432",2021-01-13 12:22:00,2021,1,"L76193-11","08WES0903",0.0794,138,12.1,140,0.686,0.0175,7.58,7.5,43.9,1.01,0.0662,6.13,15.5,6,60001
"1642","A432",2007-09-04 10:00:00,2007,9,"L43715-15","08WES0903",0.011,216,9.5,500,1.53,0.0466,7.86,14.4,77.7,1.86,0.108,20.8,9.65,6,60009
"1643","A432",2006-11-07 10:00:00,2006,11,"L40576-11","08WES0903",0.0437,143,10.2,600,0.609,0.0159,7.3,12.2,52.6,1.15,0.0734,55.6,19.2,6,600011
"1644","A432",2023-01-11 12:49:00,2023,1,"L80788-10","08WES0903",0.0572,201,12,NA,0.769,0.016,7.75,6.91,52,1,0.0335,8.82,4.02,6,60001
"1645","A432",2014-02-11 12:21:00,2014,2,"L59624-9","08WES0903",0.0378,193,11.3,19,1.23,0.02,7.88,6.35,75.6,1.54,0.0484,15.4,8.67,6,60002
"1646","A432",2005-04-11 10:20:00,2005,4,"L35228-2","08WES0903",0.01,168,11.1,67,0.971,0.0133,7.7,9.7,61.1,1.3,0.0462,11.2,6.59,6,60004
"1647","A432",2014-08-13 12:55:00,2014,8,"L60806-9","08WES0903",0.0115,171,8.7,900,0.727,0.0285,7.59,18.5,60,1.16,0.0811,30.2,11,6,60008
"1648","A432",2008-06-19 09:55:00,2008,6,"L45627-3","08WES0903",NA,NA,NA,NA,NA,NA,7.73,11.1,89.8,NA,NA,NA,NA,6,60006
"1649","A432",2019-02-25 13:36:00,2019,2,"L71705-11","08WES0903",0.0275,201,12.4,730,0.958,0.0148,7.76,5.2,58.7,1.24,0.0405,5.7,3.6,6,60002
"1650","A432",2004-10-11 00:00:00,2004,10,"L33218-18","08WES0903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0661,NA,NA,6,600010
"1651","A432",2007-01-08 09:57:00,2007,1,"L41459-2","08WES0903",0.0307,149,12.2,130,1.04,0.0169,7.2,6.2,51.9,1.32,0.0412,9,3.34,6,60001
"1652","A432",2017-07-12 13:43:00,2017,7,"L68125-11","08WES0903",0.017,242,9.8,270,1.59,0.0393,7.89,15.2,86.6,1.76,0.0562,5,3.5,6,60007
"1653","A432",2015-09-16 14:23:00,2015,9,"L63638-11","08WES0903",0.0124,228,10,160,1.49,0.0354,7.92,13.7,87.7,1.83,0.121,60.7,15.8,6,60009
"1654","A432",2023-09-13 11:37:00,2023,9,"L82241-10","08WES0903",0.0087,263,9.94,NA,1.39,0.0384,7.7,13.8,93.1,1.59,0.0571,3.7,2.67,6,60009
"1655","A432",2017-12-13 13:10:00,2017,12,"L69124-11","08WES0903",0.0303,191,12.1,25,1.14,0.0226,7.76,6.5,69.6,1.38,0.0402,3.6,2.25,6,600012
"1656","A432",2004-01-13 09:23:00,2004,1,"L30662-2","08WES0903",0.0555,163,12.3,43,0.859,0.0144,7.3,5.3,55.7,1.37,0.0405,8.1,5.47,6,60001
"1657","A432",2019-09-11 13:19:00,2019,9,"L72872-11","08WES0903",0.0125,173,9.3,210,0.822,0.0338,7.83,16.8,75.8,1.17,0.0766,13.7,6.89,6,60009
"1658","A432",2015-05-13 14:00:00,2015,5,"L62657-11","08WES0903",0.0167,221,10.5,91,1.51,0.0342,7.91,11.7,82.4,2.22,0.161,98.6,30.4,6,60005
"1659","A432",2017-08-15 15:02:00,2017,8,"L68386-11","08WES0903",0.0112,239,9.6,540,1.48,0.0326,7.87,15.3,89.7,1.69,0.0554,15.9,2.51,6,60008
"1660","A432",2007-11-05 10:15:00,2007,11,"L44454-2","08WES0903",0.01,223,10.8,27,1.4,0.0285,7.76,8.45,79.4,1.58,0.0408,2.55,1.4,6,600011
"1661","A432",2017-10-11 14:41:00,2017,10,"L68747-11","08WES0903",0.0133,227,10.5,230,1.33,0.0324,7.72,11.4,82.9,1.48,0.0476,4.63,3.11,6,600010
"1662","A432",2017-01-11 14:23:00,2017,1,"L66834-11","08WES0903",0.0374,189,12.6,11,1.21,0.024,7.73,4.2,64.4,1.45,0.0515,6,4.68,6,60001
"1663","A432",2013-10-07 13:17:00,2013,10,"L58846-9","08WES0903",0.0111,192,10.2,34,0.88,0.018,7.74,13.1,67.3,1.16,0.042,5.9,4.59,6,600010
"1664","A432",2018-02-14 13:38:00,2018,2,"L69506-11","08WES0903",0.0253,166,11.9,85,0.995,0.0158,7.7,7.4,57.5,1.33,0.0535,12.1,6.46,6,60002
"1665","A432",2008-09-02 09:14:00,2008,9,"L46402-2","08WES0903",0.0201,220,10.1,53,1.17,0.0396,7.77,12.1,82.5,1.53,0.069,13.9,3.48,6,60009
"1666","A432",2015-11-12 12:21:00,2015,11,"L64143-11","08WES0903",0.0352,170,10.8,24,0.77,0.0164,7.75,10.6,65.1,1.11,0.0384,13.5,3.07,6,600011
"1667","A432",2018-09-12 14:29:00,2018,9,"L70820-11","08WES0903",0.0096,241,9.9,340,1.53,0.038,7.96,14.1,90.9,1.75,0.0568,3.74,2.95,6,60009
"1668","A432",2013-03-04 09:18:00,2013,3,"L57466-1","08WES0903",0.0102,171,12.2,38,1.08,0.0152,7.34,6.02,61.3,1.27,0.0369,5.7,3.11,6,60003
"1669","A432",2002-07-10 09:55:00,2002,7,"L24803-2","08WES0903",0.0209,196,9.3,290,1.03,0.0327,7.6,15.2,72.8,1.39,0.0576,13.1,6.11,6,60007
"1670","A432",2003-06-10 10:13:00,2003,6,"L28479-2","08WES0903",0.019,240,9.8,280,1.62,0.0384,7.3,12.9,87.8,1.92,0.0682,12.1,5.76,6,60006
"1671","A432",2017-09-13 13:52:00,2017,9,"L68495-11","08WES0903",0.0132,236,9.8,260,1.56,0.0398,7.8,14.3,86.7,1.66,0.0553,3.9,3.03,6,60009
"1672","A432",2002-03-11 10:15:00,2002,3,"L23634-3","08WES0903",0.024,115,11.6,790,0.898,0.0143,7.3,7.7,41.5,1.37,0.0842,48.9,23,6,60003
"1673","A432",2002-06-11 09:45:00,2002,6,"L24553-2","08WES0903",0.0271,220,10.2,360,1.5,0.0408,7.4,12.3,92.7,1.78,0.066,9.6,4.37,6,60006
"1674","A432",2024-02-14 14:04:00,2024,2,"L83255-10","08WES0903",0.0204,206,11.4,NA,0.937,0.0153,7.73,8.1,67.7,1.15,0.0372,6.4,2.52,6,60002
"1675","A432",2003-09-11 09:44:00,2003,9,"L29537-2","08WES0903",0.011,266,9.6,610,1.75,0.0427,7.9,14.1,94,2.01,0.0764,10.1,4.89,6,60009
"1676","A432",2020-02-12 14:13:00,2020,2,"L74054-11","08WES0903",0.0376,182,11.7,4,0.954,0.0179,7.67,8.1,52.7,1.21,0.0442,11.2,5.33,6,60002
"1677","A432",2007-05-21 10:47:00,2007,5,"L41205-11","08WES0903",0.011,172,10.6,910,0.925,0.0261,7.6,11.8,61,1.45,0.135,51.3,18.8,6,60005
"1678","A432",2002-01-14 09:40:00,2002,1,"L23127-2","08WES0903",0.0812,133,11.6,54,1.14,0.0228,7.5,6.1,54.8,1.3,0.04,11,6.23,6,60001
"1679","A432",2019-06-12 14:44:00,2019,6,"L72450-14","08WES0903",0.0154,241,9.4,62,1.27,0.0332,7.79,16.3,89.1,1.49,0.0583,7.7,4.55,6,60006
"1680","A432",2003-10-15 09:30:00,2003,10,"L29854-2","08WES0903",0.01,240,10,150,1.3,0.0324,7.8,10.3,81.8,1.41,0.0512,5.7,4.4,6,600010
"1681","A432",2022-07-13 13:00:00,2022,7,"L79605-10","08WES0903",0.0124,243,9.77,NA,1.46,0.0403,7.82,14.9,89.6,1.66,0.0675,7.3,4.37,6,60007
"1682","A432",2021-09-15 13:00:00,2021,9,"L77702-11","08WES0903",0.0073,251,10.1,NA,1.41,0.0415,7.98,13.4,92.7,1.63,0.0541,5.3,3.95,6,60009
"1683","A432",2002-02-11 09:43:00,2002,2,"L23318-2","08WES0903",0.0339,NA,13.5,60,1.05,0.0151,7.1,5,53.2,1.38,0.0358,6.9,4.61,6,60002
"1684","A432",2002-02-11 09:44:00,2002,2,"L23318-17","08WES0903",0.0349,NA,13.3,46,1.06,0.0161,7.1,5,54.4,1.4,0.0362,6.7,4.5,6,60002
"1685","A432",2005-02-14 09:24:00,2005,2,"L34670-2","08WES0903",0.017,186,11.9,60,1.41,0.0196,7.7,5.8,65.6,1.57,0.0505,5.9,3.4,6,60002
"1686","A432",2022-04-13 14:08:00,2022,4,"L78938-11","08WES0903",0.0089,202,11.4,NA,0.855,0.0147,7.95,9.24,64,1.1,0.0379,4.5,2.99,6,60004
"1687","A432",2004-08-09 10:10:00,2004,8,"L32779-2","08WES0903",0.017,216,9,460,1.09,0.0377,7.6,16.3,76.4,1.43,0.065,9.5,5.04,6,60008
"1688","A432",2022-06-15 12:40:00,2022,6,"L79325-14","08WES0903",0.0259,209,9.72,120,1,0.0305,7.66,13.9,73.9,1.37,0.0722,15.6,8.48,6,60006
"1689","A432",2006-08-22 11:40:00,2006,8,"L40102-1","08WES0903",NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,60008
"1690","A432",2022-01-12 14:06:00,2022,1,"L78396-11","08WES0903",0.0459,178,11.8,NA,0.713,0.0154,7.6,6.67,47,0.96,0.0464,16.1,8.17,6,60001
"1691","A432",2022-10-12 12:21:00,2022,10,"L80286-10","08WES0903",0.009,244,10.4,150,1.38,0.0327,7.77,11.8,89.3,1.53,0.0553,5.6,3.44,6,600010
"1692","A432",2013-09-04 12:19:00,2013,9,"L58586-9","08WES0903",0.0096,213,9.2,150,1.07,0.0288,7.74,16.2,78.2,1.4,0.047,0.7,5.3,6,60009
"1693","A432",2006-10-09 10:01:00,2006,10,"L40571-2","08WES0903",0.018,228,9.9,15,1.52,0.038,7.9,11.2,85.2,1.72,0.065,7.3,3.85,6,600010
"1694","A432",2018-05-16 14:15:00,2018,5,"L70037-11","08WES0903",0.0212,220,9.9,75,1.35,0.0334,7.81,14.9,80.2,1.61,0.0528,7.8,3.75,6,60005
"1695","A432",2019-10-16 13:45:00,2019,10,"L73395-11","08WES0903",0.0102,227,10.2,350,1.09,0.0287,7.85,12.1,78.6,1.7,0.0804,12.4,5.5,6,600010
"1696","A432",2005-11-14 10:14:00,2005,11,"L37313-2","08WES0903",0.0286,157,11.5,380,0.808,0.0213,7.2,8.5,61.4,1.21,0.0694,21.7,13.2,6,600011
"1697","A432",2007-08-06 10:12:00,2007,8,"L43330-2","08WES0903",0.01,233,9.7,240,1.57,0.0474,7.9,14.3,84.6,1.86,0.0773,9.2,4.13,6,60008
"1698","A432",2003-03-10 09:30:00,2003,3,"L27536-2","08WES0903",0.016,177,11.5,470,0.95,0.0147,7.3,8.3,62.2,1.23,0.0376,10.6,4.34,6,60003
"1699","A432",2004-11-08 10:30:00,2004,11,"L33836-2","08WES0903",0.0326,174,9.6,160,0.933,0.0224,7.7,10.2,65.3,1.35,0.0508,6.2,3.78,6,600011
"1700","A432",2023-12-11 13:22:00,2023,12,"L82927-10","08WES0903",0.0238,196,11.5,NA,0.538,0.0121,7.59,8.58,58.5,0.908,0.0493,18,6.24,6,600012
"1701","A432",2015-04-15 13:53:00,2015,4,"L62510-11","08WES0903",0.0073,167,11.1,36,0.925,0.0134,7.96,11.5,61.8,1.24,0.0395,11,3.96,6,60004
"1702","A432",2002-05-15 09:32:00,2002,5,"L24071-17","08WES0903",0.016,207,11.5,280,1.3,0.0227,7,9.6,74.5,1.52,0.0466,8.8,4.98,6,60005
"1703","A432",2013-05-06 09:45:00,2013,5,"L57845-1","08WES0903",0.0172,198,10,50,1.29,0.024,7.64,12.7,75.1,1.5,0.0531,9.8,5.36,6,60005
"1704","A432",2014-12-10 11:59:00,2014,12,"L61756-11","08WES0903",0.122,149,10.9,60,0.817,0.0208,7.36,9.14,54.1,1.28,0.0725,20.9,8.61,6,600012
"1705","A432",2016-03-16 13:36:00,2016,3,"L64996-11","08WES0903",0.0115,148,11.5,64,0.832,0.00985,7.77,9.3,52,1.16,0.0395,15.2,5.71,6,60003
"1706","A432",2014-04-07 12:50:00,2014,4,"L60003-9","08WES0903",0.0081,194,10.9,35,1.1,0.0124,7.89,12.4,67.4,1.38,0.0404,24.3,3.24,6,60004
"1707","A432",2015-08-12 13:58:00,2015,8,"L63407-11","08WES0903",0.012,240,9.4,430,1.5,0.0382,7.88,15.8,92.3,1.76,0.0614,6,3.84,6,60008
