"","Sample.Code","Site.Code","Visit.Date","Year","precip","precipdays","wtr_year"
"356","08EAS2272_21","08EAS2272",2021-09-20,"2021",1007,173,2021
"357","08EAS2446/05","08EAS2446",2005-08-02,"2005",794.9,160,2005
"358","08EAS2446/10","08EAS2446",2010-08-03,"2010",1033.3,172,2010
"359","08EAS2446_11","08EAS2446",2011-08-04,"2011",1145.5,181,2011
"360","08EAS2446_12","08EAS2446",2012-09-04,"2012",986.3,161,2012
"361","08EAS2446_13","08EAS2446",2013-08-01,"2013",1052.1,163,2013
"362","08EAS2446_14","08EAS2446",2014-08-20,"2014",893.1,136,2014
"363","08EAS2446_15","08EAS2446",2015-07-28,"2015",852.8,127,2015
"364","08EAS2446_16","08EAS2446",2016-08-08,"2016",1153.9,166,2016
"365","08EAS2446_17","08EAS2446",2017-08-15,"2017",1285.3,176,2017
"366","08EAS2446_18","08EAS2446",2018-08-14,"2018",1029.2,154,2018
"367","08EAS2446_19","08EAS2446",2019-09-11,"2019",858.9,141,2019
"368","08EAS2446_20","08EAS2446",2020-09-22,"2020",1038,173,2020
"369","08EAS2446_2002","08EAS2446",2002-07-30,"2002",1032.8,178,2002
"370","08EAS2446_2003R1","08EAS2446",2003-08-21,"2003",796.9,150,2003
"371","08EAS2446_2003R2","08EAS2446",2003-08-21,"2003",796.9,150,2003
"372","08EAS2446_2007","08EAS2446",2007-08-01,"2007",1058.6,162,2007
"373","08EAS2446_21","08EAS2446",2021-07-21,"2021",927.9,155,2021
"374","08EAS2540/10","08EAS2540",2010-08-03,"2010",1289.6,177,2010
"375","08EAS2540_11","08EAS2540",2011-08-18,"2011",1449.7,191,2011
"376","08EAS2540_12","08EAS2540",2012-08-16,"2012",1239.4,169,2012
"377","08EAS2540_13","08EAS2540",2013-07-31,"2013",1303.6,167,2013
"378","08EAS2540_14","08EAS2540",2014-08-12,"2014",1124.1,139,2014
"379","08EAS2540_15","08EAS2540",2015-08-11,"2015",1038,128,2015
"380","08EAS2540_17","08EAS2540",2017-07-20,"2017",1584,178,2017
"381","08EAS2540_18","08EAS2540",2018-07-31,"2018",1289.1,160,2018
"382","08EAS2540_19","08EAS2540",2019-09-11,"2019",1074.9,145,2019
"383","08EAS2540_20","08EAS2540",2020-09-22,"2020",1302.5,179,2020
"384","08EAS2540_21","08EAS2540",2021-07-21,"2021",1088,156,2021
"385","08EAS2546/05","08EAS2546",2005-08-02,"2005",980.2,169,2005
"386","08EAS2546/06","08EAS2546",2006-08-03,"2006",1229.6,176,2006
"387","08EAS2546/08","08EAS2546",2008-08-14,"2008",1044.8,191,2008
"388","08EAS2546/10","08EAS2546",2010-08-03,"2010",1289.6,177,2010
"389","08EAS2546_11","08EAS2546",2011-08-25,"2011",1456.1,193,2011
"390","08EAS2546_11_R","08EAS2546",2011-08-25,"2011",1456.1,193,2011
"391","08EAS2546_12","08EAS2546",2012-08-16,"2012",1239.4,169,2012
"392","08EAS2546_13","08EAS2546",2013-08-01,"2013",1303.6,167,2013
"393","08EAS2546_15","08EAS2546",2015-08-26,"2015",1053.8,130,2015
"394","08EAS2546_15_R","08EAS2546",2015-08-26,"2015",1053.8,130,2015
"395","08EAS2546_17","08EAS2546",2017-08-14,"2017",1588.2,181,2017
"396","08EAS2546_2002","08EAS2546",2002-09-12,"2002",1318,193,2002
"397","08EAS2546_2007","08EAS2546",2007-08-01,"2007",1309.6,172,2007
"398","08EAS2631/06","08EAS2631",2006-08-07,"2006",1068,173,2006
"399","08EAS2631/08","08EAS2631",2008-08-05,"2008",847.1,177,2008
"400","08EAS2631/09","08EAS2631",2009-08-26,"2009",849.8,152,2009
"401","08EAS2631/10","08EAS2631",2010-08-10,"2010",1076.8,174,2010
"402","08EAS2631_11","08EAS2631",2011-08-01,"2011",1217,185,2011
"403","08EAS2631_12","08EAS2631",2012-08-16,"2012",1031.6,169,2012
"404","08EAS2631_13","08EAS2631",2013-08-06,"2013",1086,170,2013
"405","08EAS2631_14","08EAS2631",2014-08-12,"2014",943.4,134,2014
"406","08EAS2631_15","08EAS2631",2015-09-10,"2015",960.1,141,2015
"407","08EAS2631_16","08EAS2631",2016-08-02,"2016",1232.8,166,2016
"408","08EAS2631_17","08EAS2631",2017-08-03,"2017",1331.3,177,2017
"409","08EAS2631_18","08EAS2631",2018-08-14,"2018",1081.9,156,2018
"410","08EAS2631_19","08EAS2631",2019-09-18,"2019",964.2,153,2019
"411","08EAS2631_19_R","08EAS2631",2019-09-18,"2019",964.2,153,2019
"412","08EAS2631_20","08EAS2631",2020-09-03,"2020",1070.5,172,2020
"413","08EAS2631_2002","08EAS2631",2002-08-29,"2002",1105.9,184,2002
"414","08EAS2631_2003","08EAS2631",2003-08-08,"2003",831.9,149,2003
"415","08EAS2631_2007","08EAS2631",2007-08-02,"2007",1114.4,165,2007
"416","08EAS2631_21","08EAS2631",2021-07-22,"2021",945.5,156,2021
"417","08EVA3474/05","08BEA3474",2005-08-23,"2005",895.6,173,2005
"418","08EVA3474/06","08BEA3474",2006-09-06,"2006",1103,180,2006
"419","08EVA3474/08","08BEA3474",2008-09-08,"2008",1035.6,211,2008
"420","08EVA3474/09","08BEA3474",2009-08-06,"2009",873.3,156,2009
"421","08EVA3474_2003","08BEA3474",2003-08-19,"2003",859.5,154,2003
"422","08EVA3474_2007","08BEA3474",2007-08-27,"2007",1176.4,194,2007
"423","08EVA3555/05","08EVA3555",2005-08-23,"2005",895.6,173,2005
"424","08EVA3555/06","08EVA3555",2006-09-06,"2006",1103,180,2006
"425","08EVA3555/09","08EVA3555",2009-08-04,"2009",873.3,156,2009
"426","08EVA3555/10","08EVA3555",2010-08-04,"2010",1104.9,181,2010
"427","08EVA3555_11","08EVA3555",2011-08-11,"2011",1177.5,197,2011
"428","08EVA3555_12","08EVA3555",2012-08-09,"2012",1070.5,188,2012
"429","08EVA3555_13","08EVA3555",2013-08-01,"2013",1139.8,172,2013
"430","08EVA3555_14","08EVA3555",2014-08-18,"2014",952.9,147,2014
"431","08EVA3555_15","08EVA3555",2015-08-05,"2015",893.3,138,2015
"432","08EVA3555_2002","08EVA3555",2002-08-15,"2002",1151.1,191,2002
"433","08EVA3555_2003","08EVA3555",2003-09-30,"2003",892.6,161,2003
"434","08EVA3555QC_2007","08EVA3555",2007-08-13,"2007",1150.6,188,2007
"435","08EVA3637/09","08EVA3637",2009-08-04,"2009",911.6,154,2009
"436","08EVA3637/09-R","08EVA3637",2009-08-04,"2009",911.6,154,2009
"437","08EVA3637/10","08EVA3637",2010-09-09,"2010",1221.5,195,2010
"438","08EVA3637_11","08EVA3637",2011-08-11,"2011",1275.4,194,2011
"439","08EVA3637_11_R","08EVA3637",2011-08-11,"2011",1275.4,194,2011
"440","08EVA3637_13","08EVA3637",2013-08-22,"2013",1188.1,180,2013
"441","08EVA3637_14","08EVA3637",2014-09-08,"2014",1065,154,2014
"442","08EVA3637_14_R","08EVA3637",2014-09-08,"2014",1065,154,2014
"443","08EVA3637_16","08EVA3637",2016-08-08,"2016",1186.6,179,2016
"444","08EVA3637_16_R","08EVA3637",2016-08-08,"2016",1186.6,179,2016
"445","08EVA3637_18","08EVA3637",2018-08-13,"2018",1201.1,175,2018
"446","08EVA3637_19","08EVA3637",2019-08-08,"2019",848.1,138,2019
"447","08EVA3637_20","08EVA3637",2020-08-20,"2020",1172.9,176,2020
"448","08EVA3637_2002","08EVA3637",2002-08-15,"2002",1227.8,194,2002
"449","08EVA3637_2003","08EVA3637",2003-08-19,"2003",916.2,157,2003
"450","08EVA3637_21","08EVA3637",2021-09-16,"2021",988.5,175,2021
"451","08EVA3640_11","08EVA3640",2011-08-11,"2011",1346.2,201,2011
"452","08EVA3640_12","08EVA3640",2012-08-09,"2012",1228.7,192,2012
"453","08EVA3640_14","08EVA3640",2014-08-18,"2014",1096.4,151,2014
"454","08EVA3640_16","08EVA3640",2016-08-02,"2016",1241.3,177,2016
"455","08EVA3640_18","08EVA3640",2018-08-30,"2018",1302.2,178,2018
"456","08EVA3640_19","08EVA3640",2019-09-16,"2019",1026.2,153,2019
"457","08EVA3640_20","08EVA3640",2020-08-04,"2020",1268,175,2020
"458","08EVA3640_2002","08EVA3640",2002-09-25,"2002",1320.3,201,2002
"459","08EVA3640_2007","08EVA3640",2007-08-13,"2007",1282.4,193,2007
"460","08EVA3642/06","08EVA3642",2006-08-28,"2006",1218.4,180,2006
"461","08EVA3642/08","08EVA3642",2008-08-20,"2008",1142.3,206,2008
"462","08EVA3642/09","08EVA3642",2009-08-04,"2009",958.6,157,2009
"463","08EVA3642/10","08EVA3642",2010-08-04,"2010",1239.2,190,2010
"464","08EVA3642_12","08EVA3642",2012-08-09,"2012",1228.7,192,2012
"465","08EVA3642_13","08EVA3642",2013-09-12,"2013",1363.6,190,2013
"466","08EVA3642_15","08EVA3642",2015-09-01,"2015",1066.6,150,2015
"467","08EVA3642_15_R","08EVA3642",2015-09-01,"2015",1066.6,150,2015
"468","08EVA3642_16","08EVA3642",2016-08-08,"2016",1257,179,2016
"469","08EVA3642_17","08EVA3642",2017-09-07,"2017",1417.4,188,2017
"470","08EVA3642_19","08EVA3642",2019-08-06,"2019",897.1,139,2019
"471","08EVA3813/06","08EVA3813",2006-08-28,"2006",1218.4,180,2006
"472","08EVA3813/08","08EVA3813",2008-09-08,"2008",1181.1,216,2008
"473","08EVA3813/09","08EVA3813",2009-08-04,"2009",958.6,157,2009
"474","08EVA3813/09-R","08EVA3813",2009-08-04,"2009",958.6,157,2009
"475","08EVA3813/10","08EVA3813",2010-08-04,"2010",1239.2,190,2010
"476","08EVA3813_12","08EVA3813",2012-08-09,"2012",1228.7,192,2012
"477","08EVA3813_13","08EVA3813",2013-08-01,"2013",1259.4,176,2013
"478","08EVA3813_14","08EVA3813",2014-08-18,"2014",1096.4,151,2014
"479","08EVA3813_15","08EVA3813",2015-08-04,"2015",979.4,142,2015
"480","08EVA3813_15_Rep","08EVA3813",2015-08-04,"2015",979.4,142,2015
"481","08EVA3813_16","08EVA3813",2016-09-07,"2016",1291.4,186,2016
"482","08EVA3813_17","08EVA3813",2017-08-23,"2017",1417.4,188,2017
"483","08EVA3813_19","08EVA3813",2019-09-10,"2019",998.6,149,2019
"484","08EVA3813_20","08EVA3813",2020-08-27,"2020",1288.8,182,2020
"485","08EVA3813_20_R","08EVA3813",2020-08-27,"2020",1288.8,182,2020
"486","08EVA3813_2002","08EVA3813",2002-08-15,"2002",1301.7,194,2002
"487","08EVA3813_2007","08EVA3813",2007-08-13,"2007",1282.4,193,2007
"488","08EVA3813_21","08EVA3813",2021-09-09,"2021",1053.2,172,2021
"489","08EVA3813_21_R","08EVA3813",2021-09-09,"2021",1053.2,172,2021
"490","08ISS3877/05","08ISS3877",2005-08-30,"2005",899.2,171,2005
"491","08ISS3877/06","08ISS3877",2006-08-01,"2006",1107.7,173,2006
"492","08ISS3877/06-R","08ISS3877",2006-08-01,"2006",1107.7,173,2006
"493","08ISS3877/08","08ISS3877",2008-08-12,"2008",941.9,193,2008
"494","08ISS3877/09","08ISS3877",2009-08-17,"2009",892.9,158,2009
"495","08ISS3877/10","08ISS3877",2010-08-09,"2010",1116.6,182,2010
"496","08ISS3877_11","08ISS3877",2011-08-30,"2011",1254.8,189,2011
"497","08ISS3877_12","08ISS3877",2012-08-06,"2012",1093.2,172,2012
"498","08ISS3877_13","08ISS3877",2013-08-06,"2013",1120.5,171,2013
"499","08ISS3877_14","08ISS3877",2014-09-10,"2014",1017.6,146,2014
"500","08ISS3877_15","08ISS3877",2015-08-17,"2015",922.7,135,2015
"501","08ISS3877_16","08ISS3877",2016-07-26,"2016",1192.9,172,2016
"502","08ISS3877_17","08ISS3877",2017-07-19,"2017",1342.7,179,2017
"503","08ISS3877_18","08ISS3877",2018-07-25,"2018",1131.4,162,2018
"504","08ISS3877_19","08ISS3877",2019-07-15,"2019",819.2,137,2019
"505","08ISS3877_20","08ISS3877",2020-07-20,"2020",1103.6,167,2020
"506","08ISS3877_2007","08ISS3877",2007-09-12,"2007",1196.1,182,2007
"507","08ISS3877_21","08ISS3877",2021-07-27,"2021",924.4,161,2021
"508","08ISS3877_21_R","08ISS3877",2021-07-27,"2021",924.4,161,2021
"509","08ISS3958/08","08ISS3958",2008-08-11,"2008",1122.7,204,2008
"510","08ISS3958/09","08ISS3958",2009-08-05,"2009",1036.6,162,2009
"511","08ISS3958/10","08ISS3958",2010-08-09,"2010",1305.1,183,2010
"512","08ISS3958_11","08ISS3958",2011-08-29,"2011",1497.7,194,2011
"513","08ISS3958_14","08ISS3958",2014-08-26,"2014",1235.1,149,2014
"514","08ISS3958_15","08ISS3958",2015-08-17,"2015",1108.3,147,2015
"515","08ISS3958_17","08ISS3958",2017-08-15,"2017",1426.3,196,2017
"516","08ISS3958_18","08ISS3958",2018-08-27,"2018",1310.2,180,2018
"517","08ISS3958_19","08ISS3958",2019-08-29,"2019",1083,152,2019
"518","08ISS3958_2002","08ISS3958",2002-08-27,"2002",1390.5,200,2002
"519","08ISS3958_2007","08ISS3958",2007-09-12,"2007",1428.4,195,2007
"520","08ISS3962/05","08ISS3962",2005-09-13,"2005",1050.7,178,2005
"521","08ISS3962/06","08ISS3962",2006-08-01,"2006",1268.8,177,2006
"522","08ISS3962/08","08ISS3962",2008-08-12,"2008",1079.7,198,2008
"523","08ISS3962/09","08ISS3962",2009-08-26,"2009",1061.4,161,2009
"524","08ISS3962/10","08ISS3962",2010-09-14,"2010",1423.1,188,2010
"525","08ISS3962_11","08ISS3962",2011-08-02,"2011",1487.7,191,2011
"526","08ISS3962_12","08ISS3962",2012-07-30,"2012",1290.2,180,2012
"527","08ISS3962_13","08ISS3962",2013-08-09,"2013",1318,177,2013
"528","08ISS3962_14","08ISS3962",2014-08-14,"2014",1171.3,146,2014
"529","08ISS3962_15","08ISS3962",2015-08-03,"2015",1094,135,2015
"530","08ISS3962_16","08ISS3962",2016-08-02,"2016",1439,172,2016
"531","08ISS3962_17","08ISS3962",2017-07-20,"2017",1608.8,185,2017
"532","08ISS3962_18","08ISS3962",2018-08-01,"2018",1306,162,2018
"533","08ISS3962_19","08ISS3962",2019-07-18,"2019",1039.7,141,2019
"534","08ISS3962_20","08ISS3962",2020-08-03,"2020",1283.3,170,2020
"535","08ISS3962_2007","08ISS3962",2007-09-12,"2007",1399,189,2007
"536","08ISS3962_21","08ISS3962",2021-08-25,"2021",1100.8,159,2021
"537","08ISS3962_21_R","08ISS3962",2021-08-25,"2021",1100.8,159,2021
"538","08ISS3962QC_2007","08ISS3962",2007-09-12,"2007",1399,189,2007
"539","08ISS4294/05","08ISS4294",2005-09-13,"2005",1170.1,181,2005
"540","08ISS4294/06","08ISS4294",2006-09-12,"2006",1422.3,188,2006
"541","08ISS4294/08","08ISS4294",2008-08-25,"2008",1257.1,212,2008
"542","08ISS4294/09","08ISS4294",2009-08-17,"2009",1165.3,170,2009
"543","08ISS4294/10","08ISS4294",2010-09-08,"2010",1404.3,192,2010
"544","08ISS4294_11","08ISS4294",2011-08-31,"2011",1659.7,196,2011
"545","08ISS4294_12","08ISS4294",2012-09-12,"2012",1486.8,191,2012
"546","08ISS4294_13","08ISS4294",2013-09-17,"2013",1495.1,193,2013
"547","08ISS4294_14","08ISS4294",2014-08-26,"2014",1390.9,153,2014
"548","08ISS4294_15","08ISS4294",2015-08-26,"2015",1194.8,151,2015
"549","08ISS4294_16","08ISS4294",2016-08-17,"2016",1623.8,197,2016
"550","08ISS4294_17","08ISS4294",2017-10-10,"2017",33.5,5,2018
"551","08ISS4294_17_R","08ISS4294",2017-10-10,"2017",33.5,5,2018
"552","08ISS4294_18","08ISS4294",2018-08-01,"2018",1431.7,179,2018
"553","08ISS4294_19","08ISS4294",2019-07-29,"2019",1140.5,150,2019
"554","08ISS4294_20","08ISS4294",2020-07-29,"2020",1507.1,183,2020
"555","08ISS4294_2002","08ISS4294",2002-09-18,"2002",1550.9,207,2002
"556","08ISS4294_2007","08ISS4294",2007-09-25,"2007",1592.1,203,2007
"557","08ISS4294_21","08ISS4294",2021-09-21,"2021",1237.9,190,2021
"558","08ISS4573/05","08ISS4573",2005-09-08,"2005",1609,190,2005
"559","08ISS4573/06","08ISS4573",2006-08-15,"2006",1916.2,190,2006
"560","08ISS4573/08","08ISS4573",2008-08-12,"2008",1772.5,213,2008
"561","08ISS4573/09","08ISS4573",2009-08-05,"2009",1643.3,173,2009
"562","08ISS4573/10","08ISS4573",2010-09-14,"2010",2029.4,201,2010
"563","08ISS4573_11","08ISS4573",2011-08-02,"2011",2348.8,197,2011
"564","08ISS4573_12","08ISS4573",2012-08-06,"2012",2102.7,200,2012
"565","08ISS4573_13","08ISS4573",2013-08-07,"2013",2014.8,182,2013
"566","08ISS4573_14","08ISS4573",2014-08-26,"2014",1997.7,153,2014
"567","08ISS4573_15","08ISS4573",2015-08-25,"2015",1700.1,149,2015
"568","08ISS4573_16","08ISS4573",2016-08-17,"2016",2214.3,199,2016
"569","08ISS4573_17","08ISS4573",2017-08-02,"2017",2083,202,2017
"570","08ISS4573_18","08ISS4573",2018-08-01,"2018",2100.8,192,2018
"571","08ISS4573_19","08ISS4573",2019-08-29,"2019",1680.4,163,2019
"572","08ISS4573_20","08ISS4573",2020-10-01,"2020",0,0,2021
"573","08ISS4573_2002","08ISS4573",2002-09-18,"2002",2193,211,2002
"574","08ISS4573_2003","08ISS4573",2003-08-04,"2003",1513.4,167,2003
"575","08ISS4573_2007","08ISS4573",2007-08-16,"2007",2124.1,198,2007
"576","08ISS4573_21","08ISS4573",2021-08-26,"2021",1701.1,188,2021
"577","08ISS4724","08ISS4724",2010-08-09,"2010",1419.8,187,2010
"578","08ISS4724/06","08ISS4724",2006-08-29,"2006",1500.3,181,2006
"579","08ISS4724/08","08ISS4724",2008-09-08,"2008",1399.5,217,2008
"580","08ISS4724/09","08ISS4724",2009-09-10,"2009",1407.2,186,2009
"581","08ISS4724_11","08ISS4724",2011-09-08,"2011",1781,196,2011
"582","08ISS4724_12","08ISS4724",2012-08-30,"2012",1569.9,187,2012
"583","08ISS4724_13","08ISS4724",2013-09-23,"2013",1598.3,200,2013
"584","08ISS4724_14","08ISS4724",2014-09-10,"2014",1554.2,157,2014
"585","08ISS4724_15","08ISS4724",2015-08-26,"2015",1229.4,145,2015
"586","08ISS4724_16","08ISS4724",2016-09-21,"2016",1777.4,208,2016
"587","08ISS4724_17","08ISS4724",2017-10-26,"2017",218.8,15,2018
"588","08ISS4724_18","08ISS4724",2018-09-12,"2018",1612.3,199,2018
"589","08ISS4724_19","08ISS4724",2019-10-11,"2019",40.5,5,2020
"590","08ISS4724_20","08ISS4724",2020-07-28,"2020",1628.3,188,2020
"591","08ISS4724_2003","08ISS4724",2003-08-07,"2003",1155.6,160,2003
"592","08ISS4724_2007","08ISS4724",2007-09-18,"2007",1682.7,202,2007
"593","08ISS4724_21","08ISS4724",2021-07-14,"2021",1311.3,176,2021
"594","08ISS4730/05","08ISS4730",2005-08-31,"2005",1209.2,178,2005
"595","08ISS4730/06","08ISS4730",2006-08-15,"2006",1494.7,180,2006
"596","08ISS4730/08","08ISS4730",2008-08-25,"2008",1380.7,211,2008
"597","08ISS4730/09","08ISS4730",2009-08-24,"2009",1351.5,177,2009
"598","08ISS4730_11","08ISS4730",2011-08-02,"2011",1765.6,194,2011
"599","08ISS4730_12","08ISS4730",2012-08-07,"2012",1569.9,187,2012
"600","08ISS4730_13","08ISS4730",2013-08-13,"2013",1464,182,2013
"601","08ISS4730_14","08ISS4730",2014-09-10,"2014",1554.2,157,2014
"602","08ISS4730_15","08ISS4730",2015-08-03,"2015",1217.6,143,2015
"603","08ISS4730_16","08ISS4730",2016-08-10,"2016",1718.5,197,2016
"604","08ISS4730_17","08ISS4730",2017-08-09,"2017",1513.6,205,2017
"605","08ISS4730_17_R","08ISS4730",2017-08-09,"2017",1513.6,205,2017
"606","08ISS4730_18","08ISS4730",2018-08-27,"2018",1577,193,2018
"607","08ISS4730_19","08ISS4730",2019-07-29,"2019",1242.1,162,2019
"608","08ISS4730_20","08ISS4730",2020-08-18,"2020",1631,190,2020
"609","08ISS4730_2002","08ISS4730",2002-08-20,"2002",1624.6,203,2002
"610","08ISS4730_2002R2","08ISS4730",2002-08-20,"2002",1624.6,203,2002
"611","08ISS4730_2003","08ISS4730",2003-08-05,"2003",1155.6,160,2003
"612","08ISS4730_2007","08ISS4730",2007-09-12,"2007",1664.1,199,2007
"613","08ISS4730_21","08ISS4730",2021-07-26,"2021",1311.3,176,2021
"614","08ISS4735/05-R","08ISS4735",2005-08-31,"2005",1805.2,191,2005
"615","08ISS4735/06","08ISS4735",2006-08-17,"2006",2136,190,2006
"616","08ISS4735/08","08ISS4735",2008-08-25,"2008",2094.9,224,2008
"617","08ISS4735/09","08ISS4735",2009-08-24,"2009",1949.1,186,2009
"618","08ISS4735/10","08ISS4735",2010-09-21,"2010",2280.9,209,2010
"619","08ISS4735_11","08ISS4735",2011-08-29,"2011",2747.2,206,2011
"620","08ISS4735_12","08ISS4735",2012-08-30,"2012",2445.8,204,2012
"621","08ISS4735_14","08ISS4735",2014-09-04,"2014",2422.3,165,2014
"622","08ISS4735_15","08ISS4735",2015-09-10,"2015",1974.2,163,2015
"623","08ISS4735_18","08ISS4735",2018-07-27,"2018",2440.1,189,2018
"624","08ISS4735_2007","08ISS4735",2007-09-25,"2007",2525.7,219,2007
"625","08ISS4748/05","08ISS4748",2005-09-08,"2005",1609,190,2005
"626","08ISS4748/06","08ISS4748",2006-08-15,"2006",1916.2,190,2006
"627","08ISS4748/08","08ISS4748",2008-08-11,"2008",1772.5,213,2008
"628","08ISS4748/09","08ISS4748",2009-08-05,"2009",1643.3,173,2009
"629","08ISS4748_11","08ISS4748",2011-08-30,"2011",2363.7,199,2011
"630","08ISS4748_12","08ISS4748",2012-08-22,"2012",2102.7,200,2012
"631","08ISS4748_13","08ISS4748",2013-08-07,"2013",2014.8,182,2013
"632","08ISS4748_14","08ISS4748",2014-09-03,"2014",2061.8,156,2014
"633","08ISS4748_15","08ISS4748",2015-08-03,"2015",1680.9,146,2015
"634","08ISS4748_16","08ISS4748",2016-07-27,"2016",2194.4,195,2016
"635","08ISS4748_17","08ISS4748",2017-07-20,"2017",2081.3,201,2017
"636","08ISS4748_18","08ISS4748",2018-08-01,"2018",2100.8,192,2018
"637","08ISS4748_19","08ISS4748",2019-07-22,"2019",1635.5,154,2019
"638","08ISS4748_20","08ISS4748",2020-08-03,"2020",2112.9,184,2020
"639","08ISS4748_2007","08ISS4748",2007-08-16,"2007",2124.1,198,2007
"640","08ISS4748_21","08ISS4748",2021-07-26,"2021",1674,178,2021
"641","08ISS4884/05","08ISS4884",2005-09-08,"2005",1411.2,190,2005
"642","08ISS4884/06","08ISS4884",2006-08-03,"2006",1686.3,187,2006
"643","08ISS4884/08","08ISS4884",2008-08-11,"2008",1541.9,212,2008
"644","08ISS4884/09","08ISS4884",2009-08-17,"2009",1444.7,178,2009
"645","08ISS4884/10","08ISS4884",2010-09-08,"2010",1722.4,197,2010
"646","08ISS4884_11","08ISS4884",2011-08-29,"2011",2073.4,197,2011
"647","08ISS4884_12","08ISS4884",2012-09-25,"2012",1853.3,197,2012
"648","08ISS4884_13","08ISS4884",2013-08-07,"2013",1757.3,180,2013
"649","08ISS4884_14","08ISS4884",2014-08-14,"2014",1744.2,152,2014
"650","08ISS4884_18","08ISS4884",2018-08-29,"2018",1854,196,2018
"651","08ISS4884_20","08ISS4884",2020-08-03,"2020",1832.9,184,2020
"652","08ISS4884_2002","08ISS4884",2002-08-27,"2002",1885.5,203,2002
"653","08ISS4884_2003","08ISS4884",2003-08-04,"2003",1329.5,164,2003
"654","08ISS4884_2007","08ISS4884",2007-08-16,"2007",1832.3,196,2007
"655","08ISS4884_21","08ISS4884",2021-07-21,"2021",1504.8,182,2021
"656","08LAK2827/05","08LAK2827",2005-09-01,"2005",924.2,171,2005
"657","08LAK2827/06","08LAK2827",2006-08-17,"2006",1139.4,177,2006
"658","08LAK2827/08","08LAK2827",2008-08-18,"2008",953.4,195,2008
"659","08LAk2827/09","08LAK2827",2009-09-01,"2009",929.7,160,2009
"660","08LAK2827/10","08LAK2827",2010-09-16,"2010",1257.8,191,2010
"661","08LAK2827_11","08LAK2827",2011-09-12,"2011",1337.7,188,2011
"662","08LAK2827_12","08LAK2827",2012-09-04,"2012",1154.8,171,2012
"663","08LAK2827_13","08LAK2827",2013-09-12,"2013",1303.8,178,2013
"664","08LAK2827_14","08LAK2827",2014-08-12,"2014",1037,139,2014
"665","08LAK2827_15","08LAK2827",2015-08-19,"2015",968.3,126,2015
"666","08LAK2827_16","08LAK2827",2016-09-08,"2016",1355.1,167,2016
"667","08LAK2827_17","08LAK2827",2017-08-01,"2017",1488,172,2017
"668","08LAK2827_18","08LAK2827",2018-07-26,"2018",1215.1,151,2018
"669","08LAK2827_19","08LAK2827",2019-09-11,"2019",967.9,142,2019
"670","08LAK2827_20","08LAK2827",2020-08-13,"2020",1162.3,158,2020
"671","08LAK2827_2002","08LAK2827",2002-09-24,"2002",1209.4,198,2002
"672","08LAK2827_2002R2","08LAK2827",2002-09-24,"2002",1209.4,198,2002
"673","08LAK2827_2007","08LAK2827",2007-08-28,"2007",1222.3,181,2007
"674","08LAK2827_21","08LAK2827",2021-08-05,"2021",1001.8,153,2021
"675","08LAK3121","08LAK3121",2012-07-18,"2012",1006.1,177,2012
"676","08LAK3121/05","08LAK3121",2005-09-01,"2005",849.9,173,2005
"677","08LAK3121/06","08LAK3121",2006-08-24,"2006",1052.4,174,2006
"678","08LAK3121/08","08LAK3121",2008-08-18,"2008",904.8,197,2008
"679","08LAK3121/08-R","08LAK3121",2008-08-18,"2008",904.8,197,2008
"680","08LAK3121/09","08LAK3121",2009-09-09,"2009",870.9,163,2009
"681","08LAK3121_11","08LAK3121",2011-08-03,"2011",1142.6,192,2011
"682","08LAK3121_15","08LAK3121",2015-08-19,"2015",875.4,137,2015
"683","08LAK3121_17","08LAK3121",2017-07-20,"2017",1243.4,179,2017
"684","08LAK3121_18","08LAK3121",2018-08-14,"2018",1079,167,2018
"685","08LAK3121_19","08LAK3121",2019-08-06,"2019",754.7,135,2019
"686","08LAK3121_2002R2","08LAK3121",2002-09-24,"2002",1095.9,196,2002
"687","08LAK3121_21","08LAK3121",2021-08-24,"2021",904.8,162,2021
"688","08LAK3540/02","08LAK3540",2002-09-18,"2002",1267.8,200,2002
"689","08LAK3540/05","08LAK3540",2005-08-25,"2005",956.6,176,2005
"690","08LAK3540/06","08LAK3540",2006-08-01,"2006",1183.4,177,2006
"691","08LAK3540/08","08LAK3540",2008-09-02,"2008",1087.7,213,2008
"692","08LAK3540/09","08LAK3540",2009-09-09,"2009",995.7,165,2009
"693","08LAK3540/10","08LAK3540",2010-09-16,"2010",1240.9,193,2010
"694","08LAK3540_11","08LAK3540",2011-08-04,"2011",1287.2,187,2011
"695","08LAK3540_12","08LAK3540",2012-08-13,"2012",1164.9,182,2012
"696","08LAK3540_13","08LAK3540",2013-08-28,"2013",1210.7,179,2013
"697","08LAK3540_15","08LAK3540",2015-08-10,"2015",963.3,136,2015
"698","08LAK3540_16","08LAK3540",2016-07-28,"2016",1182.9,166,2016
"699","08LAK3540_16_R","08LAK3540",2016-07-28,"2016",1182.9,166,2016
"700","08LAK3540_17","08LAK3540",2017-08-28,"2017",1400.8,185,2017
"701","08LAK3540_18","08LAK3540",2018-08-07,"2018",1198.2,169,2018
"702","08LAK3540_19","08LAK3540",2019-08-29,"2019",910.7,147,2019
"703","08LAK3540_19_R","08LAK3540",2019-08-29,"2019",910.7,147,2019
"704","08LAK3540_20","08LAK3540",2020-09-21,"2020",1198,177,2020
"705","08LAK3540_2007","08LAK3540",2007-08-10,"2007",1244.2,182,2007
