"","Sample.Code","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score","WRIA.Number","Basin","Subbasin","Stream.or.River","Project","Visit.Date","Year","Lab.Name","Site.Code","Latitude","Longitude"
"429","08EAS2058_13",31,3,8,5,18,10,4,198,17,106,450,3.77777777777778,23.5555555555556,44,7.14285714285714,2.85714285714286,10,5,7.64705882352941,10,5.71428571428571,10,10,9.12144702842377,77.4827915662389,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2013-07-30",2013,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"430","08EAS2058_13_rep",29,3,7,5,18,7,2,183,22,145,450,4.88888888888889,32.2222222222222,40.6666666666667,6.19047619047619,2.85714285714286,8.57142857142857,5,7.64705882352941,6.25,2.85714285714286,10,10,8.86304909560723,68.2362983953271,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2013-07-30",2013,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"431","08EAS2058_14",32,2,8,5,18,9,3,238,74,139,450,16.4444444444444,30.8888888888889,52.8888888888889,7.61904761904762,1.42857142857143,10,5,7.64705882352941,8.75,4.28571428571429,7.66081871345029,10,6.17571059431524,68.5669214646283,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2014-08-04",2014,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"432","08EAS2058_15",27,1,6,4,16,9,3,234,12,91,395,3.0379746835443,23.0379746835443,59.2405063291139,5.23809523809524,0,7.14285714285714,3.75,6.47058823529412,8.75,4.28571428571429,5.98934043970686,10,9.29349425964086,60.9200896013085,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2015-09-10",2015,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"433","08EAS2058_16",34,3,8,5,19,8,2,206,11,111,450,2.44444444444444,24.6666666666667,45.7777777777778,8.57142857142857,2.85714285714286,10,5,8.23529411764706,7.5,2.85714285714286,9.53216374269006,10,9.43152454780362,73.984696693855,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2016-08-02",2016,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"434","08EAS2058_17",23,3,4,4,13,5,2,297,176,36,450,39.1111111111111,8,66,3.33333333333333,2.85714285714286,4.28571428571429,3.75,4.70588235294118,3.75,2.85714285714286,4.21052631578947,3.5,0.90439276485788,34.1541347669219,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2017-08-03",2017,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"435","08EAS2058_18",27,3,7,4,16,8,1,187,82,63,450,18.2222222222222,14,41.5555555555556,5.23809523809524,2.85714285714286,8.57142857142857,3.75,6.47058823529412,7.5,1.42857142857143,10,6.5,5.76227390180879,58.078100232341,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2018-08-14",2018,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"436","08EAS2058_19",30,5,7,5,19,7,2,235,70,35,450,15.5555555555556,7.77777777777778,52.2222222222222,6.66666666666667,5.71428571428571,8.57142857142857,5,8.23529411764706,6.25,2.85714285714286,7.83625730994152,3.38888888888889,6.38242894056848,60.9023930665697,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2019-09-04",2019,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"437","08EAS2058_20",27,3,7,3,15,6,2,233,88,68,450,19.5555555555556,15.1111111111111,51.7777777777778,5.23809523809524,2.85714285714286,8.57142857142857,2.5,5.88235294117647,5,2.85714285714286,7.95321637426901,7.05555555555556,5.45219638242894,53.3671307772395,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2020-07-27",2020,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"438","08EAS2058_2002",25,4,5,3,15,6,0,315,17,59,450,3.77777777777778,13.1111111111111,70,4.28571428571429,4.28571428571429,5.71428571428571,2.5,5.88235294117647,5,0,3.15789473684211,6.05555555555556,9.12144702842377,46.0029645477122,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2002-08-12",2002,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"439","08EAS2058_2003",26,4,4,3,16,6,1,190,2,67,450,0.444444444444444,14.8888888888889,42.2222222222222,4.76190476190476,4.28571428571429,4.28571428571429,2.5,6.47058823529412,5,1.42857142857143,10,6.94444444444444,9.89664082687339,55.5735782685167,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2003-08-08",2003,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"440","08EAS2058_2007",31,4,7,3,16,7,1,223,15,97,421,3.56294536817102,23.0403800475059,52.9691211401425,7.14285714285714,4.28571428571429,8.57142857142857,2.5,6.47058823529412,6.25,1.42857142857143,7.63970496312039,10,9.17140805391372,63.4602726808996,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2007-08-02",2007,"ABR, Inc.","08EAS2058",47.519171,-122.194691
"441","08EAS2058_21",29,4,5,3,13,5,1,236,57,24,450,12.6666666666667,5.33333333333333,52.4444444444444,6.19047619047619,4.28571428571429,5.71428571428571,2.5,4.70588235294118,3.75,1.42857142857143,7.77777777777778,2.16666666666667,7.05426356589147,45.5736379823247,8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2021-07-29",2021,"Rhithron Associates, Inc.","08EAS2058",47.519171,-122.194691
"442","08EAS2191/05",16,1,1,2,5,4,0,316,134,7,450,29.7777777777778,1.55555555555556,70.2222222222222,0,0,0,1.25,0,2.5,0,3.09941520467836,0.277777777777778,3.0749354005168,10.2021283829729,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2005-08-16",2005,"ABR, Inc.","08EAS2191",47.695551,-122.197014
"443","08EAS2191/06",16,1,1,1,5,3,0,327,116,14,450,25.7777777777778,3.11111111111111,72.6666666666667,0,0,0,0,0,1.25,0,2.45614035087719,1.05555555555556,4.00516795865633,8.76686386508908,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2006-08-02",2006,"ABR, Inc.","08EAS2191",47.695551,-122.197014
"444","08EAS2191/08",14,1,1,0,3,3,0,295,153,6,450,34,1.33333333333333,65.5555555555556,0,0,0,0,0,1.25,0,4.32748538011696,0.166666666666667,2.09302325581395,7.83717530259758,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2008-08-04",2008,"ABR, Inc.","08EAS2191",47.695551,-122.197014
"445","08EAS2191/08-R",15,1,2,0,6,2,0,293,164,2,450,36.4444444444444,0.444444444444444,65.1111111111111,0,0,1.42857142857143,0,0.588235294117647,0,0,4.44444444444444,0,1.52454780361757,7.98579897075109,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2008-08-04",2008,"ABR, Inc.","08EAS2191",47.695551,-122.197014
"446","08EAS2191/09",17,1,1,0,5,3,0,324,64,5,450,14.2222222222222,1.11111111111111,72,0.476190476190476,0,0,0,0,1.25,0,2.63157894736842,0.0555555555555556,6.69250645994832,11.1058314390628,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2009-08-25",2009,"ABR, Inc.","08EAS2191",47.695551,-122.197014
"447","08EAS2191/10",19,1,2,2,8,5,0,299,109,5,450,24.2222222222222,1.11111111111111,66.4444444444444,1.42857142857143,0,1.42857142857143,1.25,1.76470588235294,3.75,0,4.09356725146199,0.0555555555555556,4.36692506459948,18.1378966111128,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2010-09-09",2010,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"448","08EAS2191_11",18,1,2,3,5,3,0,378,79,3,450,17.5555555555556,0.666666666666667,84,0.952380952380952,0,1.42857142857143,2.5,0,1.25,0,0,0,5.91731266149871,12.0482650424511,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2011-08-04",2011,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"449","08EAS2191_11_R",17,1,2,0,4,5,0,376,78,4,450,17.3333333333333,0.888888888888889,83.5555555555556,0.476190476190476,0,1.42857142857143,0,0,3.75,0,0,0,5.96899224806201,11.6237541528239,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2011-08-04",2011,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"450","08EAS2191_12",12,1,2,0,3,1,0,371,173,2,450,38.4444444444444,0.444444444444444,82.4444444444444,0,0,1.42857142857143,0,0,0,0,0,0,1.0594315245478,2.48800295311923,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2012-08-22",2012,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"451","08EAS2191_13",18,1,1,2,4,3,0,334,160,9,450,35.5555555555556,2,74.2222222222222,0.952380952380952,0,0,1.25,0,1.25,0,2.04678362573099,0.5,1.7312661498708,7.73043072798275,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2013-08-08",2013,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"452","08EAS2191_14",16,1,1,1,5,4,0,231,139,17,450,30.8888888888889,3.77777777777778,51.3333333333333,0,0,0,0,0,2.5,0,8.07017543859649,1.38888888888889,2.81653746770026,14.7756017951856,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2014-08-21",2014,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"453","08EAS2191_15",19,1,1,1,6,4,0,263,94,7,450,20.8888888888889,1.55555555555556,58.4444444444444,1.42857142857143,0,0,0,0.588235294117647,2.5,0,6.19883040935673,0.277777777777778,5.1421188630491,16.1355337728727,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2015-08-11",2015,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"454","08EAS2191_16",14,1,1,1,5,3,0,294,144,13,450,32,2.88888888888889,65.3333333333333,0,0,0,0,0,1.25,0,4.3859649122807,0.944444444444444,2.55813953488372,9.13854889160887,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2016-08-17",2016,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"455","08EAS2191_16_R",19,1,1,1,7,5,0,111,35,10,202,17.3267326732673,4.95049504950495,54.950495049505,1.42857142857143,0,0,0,1.17647058823529,3.75,0,7.11829077644606,1.97524752475248,5.97052728528667,21.4191076032919,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2016-08-17",2016,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"456","08EAS2191_17",17,1,1,2,7,4,0,291,206,10,450,45.7777777777778,2.22222222222222,64.6666666666667,0.476190476190476,0,0,1.25,1.17647058823529,2.5,0,4.56140350877193,0.611111111111111,0,10.5751756843088,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2017-08-21",2017,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"457","08EAS2191_18",17,1,1,1,6,4,0,290,75,7,450,16.6666666666667,1.55555555555556,64.4444444444444,0.476190476190476,0,0,0,0.588235294117647,2.5,0,4.61988304093567,0.277777777777778,6.12403100775194,14.5861175967735,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2018-09-24",2018,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"458","08EAS2191_19",14,1,1,1,5,3,0,236,42,0,450,9.33333333333333,0,52.4444444444444,0,0,0,0,0,1.25,0,7.77777777777778,0,7.82945736434108,16.8572351421189,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2019-09-16",2019,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"459","08EAS2191_20",16,1,1,1,6,4,0,360,266,5,450,59.1111111111111,1.11111111111111,80,0,0,0,0,0.588235294117647,2.5,0,0.526315789473685,0.0555555555555556,0,3.67010663914689,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2020-08-20",2020,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"460","08EAS2191_2002",16,1,0,2,5,4,0,288,143,9,450,31.7777777777778,2,64,0,0,0,1.25,0,2.5,0,4.73684210526316,0.5,2.60981912144703,11.5966612267102,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2002-08-12",2002,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"461","08EAS2191_2003",11,1,1,0,3,1,0,368,80,54,450,17.7777777777778,12,81.7777777777778,0,0,0,0,0,0,0,0.0584795321637408,5.5,5.8656330749354,11.4241126070991,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2003-08-27",2003,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"462","08EAS2191_21",18,1,2,1,5,6,0,245,154,7,450,34.2222222222222,1.55555555555556,54.4444444444444,0.952380952380952,0,1.42857142857143,0,0,5,0,7.25146198830409,0.277777777777778,2.04134366925065,16.9515358162849,8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2021-08-04",2021,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"463","08EAS2272/05",14,1,1,1,5,1,0,268,99,2,346,28.6127167630058,0.578034682080925,77.4566473988439,0,0,0,0,0,0,0,1.19561910556739,0,3.3458798225568,4.54149892812418,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2005-08-16",2005,"ABR, Inc.","08EAS2272",47.623286,-122.156843
"464","08EAS2272/06",9,1,1,0,2,1,0,368,341,0,450,75.7777777777778,0,81.7777777777778,0,0,0,0,0,0,0,0.0584795321637408,0,0,0.0584795321637408,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2006-08-02",2006,"ABR, Inc.","08EAS2272",47.623286,-122.156843
"465","08EAS2272/08",14,1,2,2,5,2,0,300,92,0,450,20.4444444444444,0,66.6666666666667,0,0,1.42857142857143,1.25,0,0,0,4.03508771929825,0,5.24547803617571,11.9591371840454,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2008-08-04",2008,"ABR, Inc.","08EAS2272",47.623286,-122.156843
"466","08EAS2272/09",15,1,1,1,3,2,0,334,60,0,450,13.3333333333333,0,74.2222222222222,0,0,0,0,0,0,0,2.04678362573099,0,6.89922480620155,8.94600843193254,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2009-08-25",2009,"ABR, Inc.","08EAS2272",47.623286,-122.156843
"467","08EAS2272/09-R",13,1,1,0,3,3,0,310,102,1,450,22.6666666666667,0.222222222222222,68.8888888888889,0,0,0,0,0,1.25,0,3.45029239766082,0,4.72868217054264,9.42897456820346,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2009-08-25",2009,"ABR, Inc.","08EAS2272",47.623286,-122.156843
"468","08EAS2272/10",13,1,1,1,4,2,0,315,191,3,450,42.4444444444444,0.666666666666667,70,0,0,0,0,0,0,0,3.15789473684211,0,0.129198966408268,3.28709370325037,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2010-08-10",2010,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"469","08EAS2272_11",18,1,2,2,7,5,0,312,155,10,450,34.4444444444444,2.22222222222222,69.3333333333333,0.952380952380952,0,1.42857142857143,1.25,1.17647058823529,3.75,0,3.33333333333333,0.611111111111111,1.98966408268734,14.4915314963195,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2011-09-12",2011,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"470","08EAS2272_12",12,1,2,0,2,2,0,413,50,0,450,11.1111111111111,0,91.7777777777778,0,0,1.42857142857143,0,0,0,0,0,0,7.41602067183462,8.84459210040605,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2012-08-22",2012,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"471","08EAS2272_13",11,1,1,1,3,2,0,420,23,0,450,5.11111111111111,0,93.3333333333333,0,0,0,0,0,0,0,0,0,8.81136950904393,8.81136950904393,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2013-08-20",2013,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"472","08EAS2272_14",15,1,1,1,5,6,0,354,71,2,450,15.7777777777778,0.444444444444444,78.6666666666667,0,0,0,0,0,5,0,0.877192982456142,0,6.33074935400517,12.2079423364613,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2014-08-12",2014,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"473","08EAS2272_15",19,2,2,1,8,5,1,316,102,12,450,22.6666666666667,2.66666666666667,70.2222222222222,1.42857142857143,1.42857142857143,1.42857142857143,0,1.76470588235294,3.75,1.42857142857143,3.09941520467836,0.833333333333334,4.72868217054264,19.890422305193,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2015-09-14",2015,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"474","08EAS2272_16",22,1,2,3,9,6,0,312,113,20,450,25.1111111111111,4.44444444444444,69.3333333333333,2.85714285714286,0,1.42857142857143,2.5,2.35294117647059,5,0,3.33333333333333,1.72222222222222,4.16020671834625,23.3544177360867,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2016-08-29",2016,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"475","08EAS2272_17",20,1,2,4,9,5,0,305,222,12,450,49.3333333333333,2.66666666666667,67.7777777777778,1.9047619047619,0,1.42857142857143,3.75,2.35294117647059,3.75,0,3.74269005847953,0.833333333333334,0,17.7622979016168,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2017-08-14",2017,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"476","08EAS2272_18",31,1,2,2,8,5,0,255,84,16,450,18.6666666666667,3.55555555555556,56.6666666666667,7.14285714285714,0,1.42857142857143,1.25,1.76470588235294,3.75,0,6.66666666666667,1.27777777777778,5.65891472868217,28.9394936269081,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2018-07-31",2018,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"477","08EAS2272_19",21,1,3,3,9,7,0,334,60,8,450,13.3333333333333,1.77777777777778,74.2222222222222,2.38095238095238,0,2.85714285714286,2.5,2.35294117647059,6.25,0,2.04678362573099,0.388888888888889,6.89922480620155,25.6759337353873,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2019-10-03",2019,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"478","08EAS2272_19_R",25,1,3,3,12,6,0,296,85,15,450,18.8888888888889,3.33333333333333,65.7777777777778,4.28571428571429,0,2.85714285714286,2.5,4.11764705882353,5,0,4.26900584795321,1.16666666666667,5.60723514211886,29.8034118584194,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2019-10-03",2019,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"479","08EAS2272_20",25,1,3,5,12,6,0,299,99,11,450,22,2.44444444444444,66.4444444444444,4.28571428571429,0,2.85714285714286,5,4.11764705882353,5,0,4.09356725146199,0.722222222222222,4.88372093023256,30.9600146055974,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2020-09-03",2020,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"480","08EAS2272_2002",11,1,0,1,3,1,0,392,76,1,450,16.8888888888889,0.222222222222222,87.1111111111111,0,0,0,0,0,0,0,0,0,6.07235142118863,6.07235142118863,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2002-09-12",2002,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"481","08EAS2272_2003",11,1,0,1,3,2,0,395,333,0,450,74,0,87.7777777777778,0,0,0,0,0,0,0,0,0,0,0,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2003-08-21",2003,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"482","08EAS2272_2007",11,1,1,0,2,1,0,370,120,1,450,26.6666666666667,0.222222222222222,82.2222222222222,0,0,0,0,0,0,0,0,0,3.7984496124031,3.7984496124031,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2007-08-01",2007,"ABR, Inc.","08EAS2272",47.623286,-122.156843
"483","08EAS2272_21",27,1,3,4,13,5,0,229,145,25,450,32.2222222222222,5.55555555555556,50.8888888888889,5.23809523809524,0,2.85714285714286,3.75,4.70588235294118,3.75,0,8.18713450292398,2.27777777777778,2.50645994832041,33.2724926772014,8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2021-09-20",2021,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
"484","08EAS2446/05",16,2,4,1,8,4,0,283,3,16,450,0.666666666666667,3.55555555555556,62.8888888888889,0,1.42857142857143,4.28571428571429,0,1.76470588235294,2.5,0,5.02923976608187,1.27777777777778,9.84496124031008,26.1309703808084,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2005-08-02",2005,"ABR, Inc.","08EAS2446",47.55253,-122.16512
"485","08EAS2446/06",24,2,4,4,12,6,0,185,53,63,388,13.659793814433,16.2371134020619,47.680412371134,3.80952380952381,1.42857142857143,4.28571428571429,3.75,4.11764705882353,5,0,9.03147042864894,7.61855670103093,6.82330376408535,45.8647874763983,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2006-08-03",2006,"ABR, Inc.","08EAS2446",47.55253,-122.16512
"486","08EAS2446/08",19,2,4,3,11,5,0,320,67,12,441,15.1927437641723,2.72108843537415,72.562358276644,1.42857142857143,1.42857142857143,4.28571428571429,2.5,3.52941176470588,3.75,0,2.48358992719895,0.860544217687075,6.46680377577387,26.7332068282229,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2008-09-02",2008,"ABR, Inc.","08EAS2446",47.55253,-122.16512
"487","08EAS2446/10",20,2,4,2,11,4,0,284,153,30,450,34,6.66666666666667,63.1111111111111,1.9047619047619,1.42857142857143,4.28571428571429,1.25,3.52941176470588,2.5,0,4.97076023391813,2.83333333333333,2.09302325581395,24.7955762068189,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2010-08-03",2010,"Rhithron Associates, Inc.","08EAS2446",47.55253,-122.16512
"488","08EAS2446_11",17,2,5,2,8,1,0,375,151,9,450,33.5555555555556,2,83.3333333333333,0.476190476190476,1.42857142857143,5.71428571428571,1.25,1.76470588235294,0,0,0,0.5,2.19638242894057,13.3301359303411,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2011-08-04",2011,"Rhithron Associates, Inc.","08EAS2446",47.55253,-122.16512
"489","08EAS2446_12",20,4,3,2,9,2,0,293,43,11,450,9.55555555555556,2.44444444444444,65.1111111111111,1.9047619047619,4.28571428571429,2.85714285714286,1.25,2.35294117647059,0,0,4.44444444444444,0.722222222222222,7.77777777777778,25.5950046685341,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2012-09-04",2012,"Rhithron Associates, Inc.","08EAS2446",47.55253,-122.16512
"490","08EAS2446_13",24,3,5,3,12,6,1,163,36,60,450,8,13.3333333333333,36.2222222222222,3.80952380952381,2.85714285714286,5.71428571428571,2.5,4.11764705882353,5,1.42857142857143,10,6.16666666666667,8.13953488372093,49.7333724187349,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2013-08-01",2013,"Rhithron Associates, Inc.","08EAS2446",47.55253,-122.16512
"491","08EAS2446_14",20,3,3,4,13,4,0,348,14,11,450,3.11111111111111,2.44444444444444,77.3333333333333,1.9047619047619,2.85714285714286,2.85714285714286,3.75,4.70588235294118,2.5,0,1.2280701754386,0.722222222222222,9.27648578811369,29.8017081577633,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2014-08-20",2014,"Rhithron Associates, Inc.","08EAS2446",47.55253,-122.16512
"492","08EAS2446_15",23,2,4,4,13,3,0,339,23,20,450,5.11111111111111,4.44444444444444,75.3333333333333,3.33333333333333,1.42857142857143,4.28571428571429,3.75,4.70588235294118,1.25,0,1.75438596491228,1.72222222222222,8.81136950904393,31.0414790967387,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2015-07-28",2015,"Rhithron Associates, Inc.","08EAS2446",47.55253,-122.16512
"493","08EAS2446_16",24,2,4,5,13,6,0,307,18,21,450,4,4.66666666666667,68.2222222222222,3.80952380952381,1.42857142857143,4.28571428571429,5,4.70588235294118,5,0,3.62573099415205,1.83333333333333,9.06976744186047,38.7585236460965,8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Ambient Monitoring","2016-08-08",2016,"Rhithron Associates, Inc.","08EAS2446",47.55253,-122.16512
