"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"TAXON"	"taxaname.orig"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CHAETOCLADIUS"	NA	"CHAETOCLADIUS"	"Chaetocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CORYNONEURA"	NA	"CORYNONEURA"	"Corynoneura"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	"CRICOTOPUS.BICINCTUS"	"CRICOTOPUS.BICINCTUS"	"Cricotopus bicinctus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	"CRICOTOPUS.BICINCTUS"	"CRICOTOPUS.BICINCTUS"	"Cricotopus Bicinctus Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	"CRICOTOPUS.TRIFASCIA"	"CRICOTOPUS.TRIFASCIA"	"Cricotopus trifascia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	NA	"CRICOTOPUS"	"Cricotopus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	NA	"CRICOTOPUS"	"Cricotopus (Cricotopus)"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	NA	"CRICOTOPUS"	"Cricotopus (Isocladius)"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"DIPLOCLADIUS"	"DIPLOCLADIUS.CULTRIGER"	"DIPLOCLADIUS.CULTRIGER"	"Diplocladius cultriger"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"DIPLOCLADIUS"	NA	"DIPLOCLADIUS"	"Diplocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	"EUKIEFFERIELLA.BREHMI"	"EUKIEFFERIELLA.BREHMI"	"Eukiefferiella Brehmi Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	"EUKIEFFERIELLA.CLARIPENNIS"	"EUKIEFFERIELLA.CLARIPENNIS"	"Eukiefferiella Claripennis Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	"EUKIEFFERIELLA.COERULESCENS"	"EUKIEFFERIELLA.COERULESCENS"	"Eukiefferiella Coerulescens Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	"EUKIEFFERIELLA.DEVONICA"	"EUKIEFFERIELLA.DEVONICA"	"Eukiefferiella Devonica Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	"EUKIEFFERIELLA.GRACEI"	"EUKIEFFERIELLA.GRACEI"	"Eukiefferiella Gracei Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	"EUKIEFFERIELLA.PSEUDOMONTANA"	"EUKIEFFERIELLA.PSEUDOMONTANA"	"Eukiefferiella Pseudomontana Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	"EUKIEFFERIELLA.TIROLENSIS"	"EUKIEFFERIELLA.TIROLENSIS"	"Eukiefferiella cf. tirolensis"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	"EUKIEFFERIELLA.TIROLENSIS"	"EUKIEFFERIELLA.TIROLENSIS"	"Eukiefferiella Tirolensis Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	NA	"EUKIEFFERIELLA"	"Eukiefferiella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"HELENIELLA"	NA	"HELENIELLA"	"Heleniella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"HETEROTANYTARSUS"	NA	"HETEROTANYTARSUS"	"Heterotanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"HETEROTRISSOCLADIUS"	"HETEROTRISSOCLADIUS.MARCIDUS"	"HETEROTRISSOCLADIUS.MARCIDUS"	"Heterotrissocladius marcidus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"HETEROTRISSOCLADIUS"	"HETEROTRISSOCLADIUS.MARCIDUS"	"HETEROTRISSOCLADIUS.MARCIDUS"	"Heterotrissocladius Marcidus Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"HETEROTRISSOCLADIUS"	NA	"HETEROTRISSOCLADIUS"	"Heterotrissocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"HYDROBAENUS"	NA	"HYDROBAENUS"	"Hydrobaenus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"KRENOSMITTIA"	NA	"KRENOSMITTIA"	"Krenosmittia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"LIMNOPHYES"	NA	"LIMNOPHYES"	"Limnophyes"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"LOPESCLADIUS"	NA	"LOPESCLADIUS"	"Lopescladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"METRIOCNEMUS"	NA	"METRIOCNEMUS"	"Metriocnemus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"NANOCLADIUS"	NA	"NANOCLADIUS"	"Nanocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"ORTHOCLADIUS"	"ORTHOCLADIUS.COMPLEX"	"ORTHOCLADIUS.COMPLEX"	"Orthocladius complex"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"ORTHOCLADIUS"	"ORTHOCLADIUS.LIGNICOLA"	"ORTHOCLADIUS.LIGNICOLA"	"Orthocladius lignicola"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"ORTHOCLADIUS"	NA	"ORTHOCLADIUS"	"Orthocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"ORTHOCLADIUS"	NA	"ORTHOCLADIUS"	"Orthocladius (Euorthocladius)"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"ORTHOCLADIUS"	NA	"ORTHOCLADIUS"	"Orthocladius (Symposiocladius)"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARACHAETOCLADIUS"	NA	"PARACHAETOCLADIUS"	"Parachaetocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARAKIEFFERIELLA"	NA	"PARAKIEFFERIELLA"	"Parakiefferiella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARAMETRIOCNEMUS"	NA	"PARAMETRIOCNEMUS"	"Parametriocnemus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARAPHAENOCLADIUS"	NA	"PARAPHAENOCLADIUS"	"Paraphaenocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARORTHOCLADIUS"	NA	"PARORTHOCLADIUS"	"Parorthocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PSECTROCLADIUS"	NA	"PSECTROCLADIUS"	"Psectrocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PSEUDOSMITTIA"	NA	"PSEUDOSMITTIA"	"Pseudosmittia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PSILOMETRIOCNEMUS"	"PSILOMETRIOCNEMUS.TRIANNULATUS"	"PSILOMETRIOCNEMUS.TRIANNULATUS"	"Psilometriocnemus triannulatus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PSILOMETRIOCNEMUS"	NA	"PSILOMETRIOCNEMUS"	"Psilometriocnemus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"RHEOCRICOTOPUS"	NA	"RHEOCRICOTOPUS"	"Rheocricotopus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"STILOCLADIUS"	NA	"STILOCLADIUS"	"Stilocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"SYNORTHOCLADIUS"	NA	"SYNORTHOCLADIUS"	"Synorthocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"THIENEMANNIELLA"	NA	"THIENEMANNIELLA"	"Thienemanniella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"TVETENIA"	"TVETENIA.BAVARICA"	"TVETENIA.BAVARICA"	"Tvetenia Bavarica Group"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"TVETENIA"	"TVETENIA.TSHERNOVSKII"	"TVETENIA.TSHERNOVSKII"	"Tvetenia tshernovskii"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"TVETENIA"	"TVETENIA.VITRACIES"	"TVETENIA.VITRACIES"	"Tvetenia vitracies"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"TVETENIA"	NA	"TVETENIA"	"Tvetenia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	NA	NA	"ORTHOCLADIINAE"	"Orthocladiinae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	NA	NA	"ORTHOCLADIINAE"	"Orthocladiinae Genus 5 (Coffman and Ferrington)"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	NA	NA	"ORTHOCLADIINAE"	"Orthocladiinae sp. RAI # 0001"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"PODONOMINAE"	"BOREOCHLINI"	NA	"BOREOCHLUS"	NA	"BOREOCHLUS"	"Boreochlus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"PRODIAMESINAE"	NA	NA	"MONODIAMESA"	NA	"MONODIAMESA"	"Monodiamesa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"PRODIAMESINAE"	NA	NA	"ODONTOMESA"	NA	"ODONTOMESA"	"Odontomesa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"PRODIAMESINAE"	NA	NA	"PRODIAMESA"	NA	"PRODIAMESA"	"Prodiamesa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"MACROPELOPIINI"	NA	"APSECTROTANYPUS"	NA	"APSECTROTANYPUS"	"Apsectrotanypus"
